죄종별,항목,단위,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,행정구역
낚시관리및육성법위반,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
내수면어업법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
농수산물유통및가격안정에관한법률,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
농수산물품질관리법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
농지법,발생건수[건],건,3.0,1,7.0,7,2,2,6,25,54,34,제주특별자치도
담배사업법,발생건수[건],건,2.0,2,4.0,13,-,8,1,2,2,2,제주특별자치도
도시가스사업법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
도시공원및녹지등에관한법률,발생건수[건],건,1.0,4,,-,2,7,13,2,1,-,제주특별자치도
도주와도주원조죄,발생건수[건],건,,,,-,-,-,-,-,1,-,제주특별자치도
독점규제및공정거래에관한법률,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
동물보호법,발생건수[건],건,,,,,,,,,27,30,제주특별자치도
명예에관한죄,발생건수[건],건,250.0,474,601.0,416,384,431,416,589,455,396,제주특별자치도
무고의죄,발생건수[건],건,20.0,36,45.0,50,36,63,50,71,76,105,제주특별자치도
문화재보호법,발생건수[건],건,4.0,4,3.0,7,1,-,-,-,1,-,제주특별자치도
밀항단속법,발생건수[건],건,1.0,1,,1,1,3,1,-,-,-,제주특별자치도
방문판매등에관한법률,발생건수[건],건,2.0,1,,-,1,-,-,1,1,1,제주특별자치도
배타적경제수역의외국인어업등에관한법률,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
범인은닉·범인도피죄,발생건수[건],건,3.0,3,5.0,3,3,1,1,2,4,3,제주특별자치도
변호사법,발생건수[건],건,2.0,,,1,1,4,2,4,1,1,제주특별자치도
보안관찰법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
부정경쟁방지및영업비밀보호에관한법률,발생건수[건],건,,,1.0,3,3,4,2,10,1,8,제주특별자치도
비밀침해죄,발생건수[건],건,,,,-,-,-,3,-,-,2,제주특별자치도
비파괴검사기술의진흥및관리에관한법률,발생건수[건],건,,,,,,-,-,-,-,-,제주특별자치도
사격장안전법,발생건수[건],건,,1,,-,-,-,-,-,-,-,제주특별자치도
산림법,발생건수[건],건,,,,-,-,-,-,3,2,1,제주특별자치도
생명윤리및안전에관한법률,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
석유및석유대체연료사업법,발생건수[건],건,2.0,1,1.0,2,-,-,-,1,1,-,제주특별자치도
선박안전법,발생건수[건],건,,,,-,2,-,-,-,-,-,제주특별자치도
선박직원법,발생건수[건],건,,,,-,2,-,-,-,-,-,제주특별자치도
성매매방지및피해자보호등에관한법률위반,발생건수[건],건,,,,-,-,1,1,-,-,-,제주특별자치도
성매매알선등행위의처벌에관한법률위반(성매매),발생건수[건],건,16.0,6,6.0,18,16,1,8,2,4,21,제주특별자치도
성매매알선등행위의처벌에관한법률위반(성매매강요등),발생건수[건],건,,,2.0,-,-,-,1,-,-,-,제주특별자치도
성매매알선등행위의처벌에관한법률위반(성매매광고),발생건수[건],건,1.0,,,-,-,-,-,-,-,-,제주특별자치도
성매매알선등행위의처벌에관한법률위반(성매매알선등),발생건수[건],건,5.0,93,44.0,68,95,21,45,19,22,13,제주특별자치도
성매매알선등행위의처벌에관한법률위반(아동·청소년),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
성매매알선등행위의처벌에관한법률위반(기타),발생건수[건],건,7.0,4,62.0,61,58,28,27,15,13,17,제주특별자치도
성폭력범죄의처벌등에관한특례법위반(기타),발생건수[건],건,16.0,26,48.0,31,27,44,77,121,109,96,제주특별자치도
소방기본법,발생건수[건],건,,,2.0,-,-,1,1,1,1,-,제주특별자치도
수도법,발생건수[건],건,1.0,1,1.0,3,-,-,-,-,-,-,제주특별자치도
수산업법,발생건수[건],건,,,1.0,5,-,-,-,-,-,-,제주특별자치도
신앙에관한죄,발생건수[건],건,4.0,4,12.0,5,17,8,10,5,7,12,제주특별자치도
신용정보의이용및보호에관한법률,발생건수[건],건,2.0,1,,-,-,-,-,-,-,-,제주특별자치도
실화및업무상실화죄,발생건수[건],건,55.0,49,41.0,54,81,54,58,61,63,49,제주특별자치도
스토킹처벌법,발생건수[건],건,,,,,,,,,28,304,제주특별자치도
아동·청소년의성보호에관한법률위반(강요행위등),발생건수[건],건,1.0,,5.0,-,1,2,-,-,-,-,제주특별자치도
아동·청소년의성보호에관한법률위반(매매),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
아동·청소년의성보호에관한법률위반(성매수등),발생건수[건],건,9.0,23,3.0,-,1,6,7,-,9,2,제주특별자치도
아동·청소년의성보호에관한법률위반(알선영업행위등),발생건수[건],건,,,1.0,-,1,1,1,4,2,-,제주특별자치도
아동·청소년의성보호에관한법률위반(기타),발생건수[건],건,15.0,6,1.0,4,2,5,2,5,10,9,제주특별자치도
아동복지법,발생건수[건],건,4.0,,,,,,,,,,제주특별자치도
아동복지법위반(무아동복지시설의의무위반등),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
아동복지법위반(유기·학대 등),발생건수[건],건,,,18.0,39,15,12,33,36,99,71,제주특별자치도
아동복지법위반(기타),발생건수[건],건,,7,12.0,19,62,34,66,80,158,191,제주특별자치도
아동학대처벌법위반(비밀유지의무위반 등),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),발생건수[건],건,,,,-,-,-,1,-,5,3,제주특별자치도
아동학대처벌법위반(업무수행 방해 등),발생건수[건],건,,,,-,-,-,-,2,-,-,제주특별자치도
아동학대처벌법위반(유기·학대 등),발생건수[건],건,,,,-,-,-,1,-,1,-,제주특별자치도
아동학대처벌법위반(처분 불이행 등),발생건수[건],건,,,,-,1,5,1,2,1,8,제주특별자치도
아동학대처벌법위반(피해자 등에 대한 강요행위),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
아동학대처벌법위반(기타),발생건수[건],건,,,1.0,2,3,2,1,1,2,6,제주특별자치도
액화석유가스의안전및사업관리법,발생건수[건],건,,3,1.0,-,-,1,1,5,-,7,제주특별자치도
양곡관리법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
여객자동차운수사업법,발생건수[건],건,2.0,2,19.0,8,17,24,74,19,5,9,제주특별자치도
여권법,발생건수[건],건,2.0,1,,-,-,1,-,-,-,-,제주특별자치도
영해및접속수역법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
영화및비디오물의진흥에관한법률,발생건수[건],건,1.0,,,-,-,-,-,-,-,-,제주특별자치도
옥외광고물법위반,발생건수[건],건,,2,28.0,25,13,7,8,14,4,6,제주특별자치도
위증죄,발생건수[건],건,24.0,21,34.0,19,19,21,20,23,14,16,제주특별자치도
위치정보의보호및이용등에관한법률,발생건수[건],건,1.0,,,2,1,-,1,1,4,1,제주특별자치도
유기와학대의죄,발생건수[건],건,,2,,1,1,-,1,2,2,4,제주특별자치도
유선및도선사업법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
음반·비디오물및게임물에관한법률,발생건수[건],건,,,,1,-,-,-,-,,,제주특별자치도
음악산업진흥에관한법률,발생건수[건],건,22.0,16,15.0,57,47,35,27,26,40,24,제주특별자치도
인질강요·살해·상해,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
일수와수리에관한죄,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
자동차관리법,발생건수[건],건,41.0,80,51.0,76,75,194,47,50,109,147,제주특별자치도
자동차손해배상보장법,발생건수[건],건,36.0,39,62.0,52,52,34,41,44,93,66,제주특별자치도
자연공원법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
장물에관한죄,발생건수[건],건,10.0,17,8.0,10,2,3,6,3,9,2,제주특별자치도
장사등에관한법률,발생건수[건],건,,1,2.0,1,2,1,-,-,2,-,제주특별자치도
재난및안전관리기본법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
전기통신기본법,발생건수[건],건,,,3.0,2,2,8,5,17,67,102,제주특별자치도
전파법,발생건수[건],건,,,,-,-,1,-,-,-,-,제주특별자치도
정보통신망이용촉진및정보보호등에관한법률,발생건수[건],건,63.0,,,,,,,,,,제주특별자치도
정보통신망이용촉진및정보보호등에관한법률위반(개인정보누설등),발생건수[건],건,,3,,-,-,1,-,-,-,-,제주특별자치도
정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),발생건수[건],건,,33,55.0,55,46,78,90,88,113,126,제주특별자치도
정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등),발생건수[건],건,,4,17.0,24,24,37,17,26,13,28,제주특별자치도
정보통신망이용촉진및정보보호등에관한법률위반(기타),발생건수[건],건,,30,60.0,43,46,64,64,54,59,61,제주특별자치도
정신건강복지법,발생건수[건],건,,,,,-,-,1,-,-,-,제주특별자치도
주거침입의죄,발생건수[건],건,266.0,251,307.0,562,467,717,719,714,744,771,제주특별자치도
주민등록법,발생건수[건],건,30.0,13,34.0,22,14,22,15,26,12,16,제주특별자치도
주차장법,발생건수[건],건,2.0,2,,10,6,13,6,4,19,12,제주특별자치도
집회및시위에관한법률,발생건수[건],건,1.0,1,1.0,1,-,-,3,2,2,1,제주특별자치도
채무자회생및파산에관한법률위반,발생건수[건],건,1.0,,1.0,2,6,1,2,2,1,1,제주특별자치도
철도안전법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
청소년보호법,발생건수[건],건,112.0,82,115.0,125,121,110,40,94,75,104,제주특별자치도
총포·도검·화약류등의안전관리에관한법률,발생건수[건],건,11.0,7,9.0,29,16,13,11,10,13,15,제주특별자치도
축산물위생관리법,발생건수[건],건,9.0,9,9.0,4,8,2,1,1,1,1,제주특별자치도
출입국관리법,발생건수[건],건,14.0,19,22.0,22,31,66,44,27,17,34,제주특별자치도
통신비밀보호법,발생건수[건],건,,,,-,1,5,2,1,3,6,제주특별자치도
특가법(무고),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(장물),발생건수[건],건,1.0,,,-,-,-,-,-,-,-,제주특별자치도
특경법(보고의무),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
폭력행위등처벌에관한법률위반(기타),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
하수도법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
하천법,발생건수[건],건,,,7.0,-,1,-,-,-,-,-,제주특별자치도
학원의설립·운영및과외교섭에관한법률,발생건수[건],건,9.0,4,4.0,6,2,10,15,12,6,6,제주특별자치도
항만운송사업법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
"허위감정,증거인멸·은닉,증인은닉죄",발생건수[건],건,,2,3.0,1,1,2,1,1,1,3,제주특별자치도
형사소송법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
형의실효등에관한법률,발생건수[건],건,,,,-,-,-,-,-,1,1,제주특별자치도
화물자동차운수사업법,발생건수[건],건,7.0,5,,5,5,7,7,16,8,4,제주특별자치도
기타,발생건수[건],건,86.0,153,190.0,216,196,205,169,182,168,162,제주특별자치도
총계,발생건수[건],건,40848.0,41167,44569.0,39799,34912,32764,32780,31381,29085,27286,울산광역시
강력범죄,발생건수[건],건,551.0,536,530.0,523,486,494,519,503,477,496,울산광역시
살인기수,발생건수[건],건,10.0,13,12.0,7,5,8,10,6,8,8,울산광역시
살인,발생건수[건],건,9.0,12,10.0,6,4,7,7,3,6,7,울산광역시
영아살해,발생건수[건],건,1.0,,,-,-,1,2,-,-,-,울산광역시
존속살해,발생건수[건],건,,1,2.0,-,1,-,1,3,2,-,울산광역시
촉탁·승낙살인,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
자살교사·방조,발생건수[건],건,,,,1,-,-,-,-,-,-,울산광역시
위계·위력·촉탁·승낙살인,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
특가법(보복살인등),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
아동학대처벌법(아동학대살해),발생건수[건],건,,,,,,,,,-,1,울산광역시
살인미수등,발생건수[건],건,8.0,10,10.0,15,12,2,9,6,6,7,울산광역시
살인,발생건수[건],건,7.0,10,10.0,14,10,1,7,6,6,6,울산광역시
영아살해,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
존속살해,발생건수[건],건,1.0,,,1,2,-,1,-,-,1,울산광역시
촉탁·승낙살인,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
자살교사·방조,발생건수[건],건,,,,-,-,-,1,-,-,-,울산광역시
위계·위력·촉탁·승낙살인,발생건수[건],건,,,,-,-,1,-,-,-,-,울산광역시
강도,발생건수[건],건,45.0,32,29.0,33,25,26,28,14,11,10,울산광역시
강도,발생건수[건],건,12.0,7,3.0,11,7,4,5,2,2,1,울산광역시
준강도,발생건수[건],건,2.0,4,1.0,2,2,4,3,1,2,1,울산광역시
특수강도,발생건수[건],건,13.0,8,9.0,6,8,7,11,1,2,2,울산광역시
준특수강도,발생건수[건],건,,,,-,-,1,-,-,-,-,울산광역시
강도상해·치상,발생건수[건],건,17.0,11,15.0,12,7,10,7,9,4,6,울산광역시
강도살인·치사,발생건수[건],건,1.0,2,,-,-,-,1,1,1,-,울산광역시
해상강도(살인·치사·상해·치상),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
인질강도,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
강도강간,발생건수[건],건,,,1.0,2,1,-,1,-,-,-,울산광역시
(특수·인질·해상)강도(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
특가법(강도),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
특가법(강도상해재범),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
강간,발생건수[건],건,114.0,126,131.0,111,97,108,106,104,120,111,울산광역시
강간,발생건수[건],건,52.0,51,54.0,50,37,42,41,44,40,44,울산광역시
강간(상습),발생건수[건],건,,,,-,-,1,-,-,-,1,울산광역시
준강간,발생건수[건],건,11.0,11,18.0,10,15,14,15,13,19,19,울산광역시
준강간(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
강간상해·치상,발생건수[건],건,16.0,10,10.0,5,4,9,7,6,7,3,울산광역시
강간살인·치사,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
미성년자간음(심신미약자),발생건수[건],건,,,,-,-,-,-,1,2,3,울산광역시
업무상위력에의한간음,발생건수[건],건,1.0,1,,-,1,1,-,-,-,-,울산광역시
친족관계에의한강간,발생건수[건],건,3.0,6,4.0,1,5,4,2,2,8,5,울산광역시
장애인에대한강간·간음,발생건수[건],건,4.0,10,10.0,14,8,10,14,12,10,7,울산광역시
청소년에대한강간·간음,발생건수[건],건,16.0,21,20.0,17,17,14,18,14,18,11,울산광역시
미성년자의제강간,발생건수[건],건,2.0,2,1.0,-,-,4,1,3,12,11,울산광역시
13세미만미성년자강간·간음,발생건수[건],건,3.0,7,3.0,5,1,4,3,4,1,2,울산광역시
특수강간(준),발생건수[건],건,6.0,7,9.0,7,8,3,4,4,1,2,울산광역시
주거침입강간,발생건수[건],건,,,2.0,2,1,2,1,1,2,1,울산광역시
절도강간,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
특수강도강간,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
아동학대처벌법위반(상습강간·간음),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
16세미만아동·청소년간음,발생건수[건],건,,,,,,,,,-,2,울산광역시
유사강간,발생건수[건],건,6.0,7,10.0,16,2,11,22,18,18,14,울산광역시
유사강간,발생건수[건],건,4.0,5,4.0,10,2,3,7,14,12,10,울산광역시
유사강간(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
준유사강간,발생건수[건],건,1.0,,,1,-,1,4,2,2,3,울산광역시
준유사강간(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
유사강간상해·치상,발생건수[건],건,,,3.0,1,-,2,1,-,-,1,울산광역시
유사강간살인·치사,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
미성년자의제유사강간,발생건수[건],건,,,,1,-,-,-,1,-,-,울산광역시
유사성행위,발생건수[건],건,1.0,2,3.0,3,-,5,9,1,3,-,울산광역시
주거침입유사강간,발생건수[건],건,,,,-,-,-,-,-,1,-,울산광역시
절도유사강간,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
특수강도유사강간,발생건수[건],건,,,,-,-,-,1,-,-,-,울산광역시
아동학대처벌법위반(상습유사강간),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
강제추행,발생건수[건],건,285.0,298,295.0,294,303,300,310,320,283,310,울산광역시
강제추행,발생건수[건],건,175.0,166,173.0,169,184,191,220,236,193,220,울산광역시
강제추행(상습),발생건수[건],건,,,1.0,1,-,-,-,-,-,-,울산광역시
준강제추행,발생건수[건],건,10.0,7,9.0,19,13,10,14,11,10,12,울산광역시
준강제추행(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
강제추행상해·치상,발생건수[건],건,9.0,3,5.0,3,5,2,7,3,4,4,울산광역시
강제추행살인·치사,발생건수[건],건,,,,-,-,-,-,-,-,-,울산광역시
