LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5,LABEL-6,LABEL-7,LABEL-8,LABEL-9,LABEL-10,LABEL-11,LABEL-12,LABEL-13,LABEL-14,LABEL-15,LABEL-16,LABEL-17,LABEL-18,LABEL-19,LABEL-20,LABEL-21,LABEL-22,LABEL-23,LABEL-24,LABEL-25,LABEL-26,LABEL-27,LABEL-28,LABEL-29,LABEL-30,LABEL-31,LABEL-32,LABEL-33,LABEL-34,LABEL-35,LABEL-36,LABEL-37,LABEL-38
85,하락4,㈜현대물자조달,관심기업,스크랩,2024 편집디자인 경력직 채용,그래픽디자이너,광고디자이너,시각디자이너,편집디자이너 외,신입·경력,학력무관,서울,정규직,즉시지원,~05/19(일),,,,,,,,,,,,,,,,,,,,,,
86,하락24,㈜에이피알,관심기업,스크랩,[에이피알] UI/UX 디자이너 인턴사원 모집,UI·UX디자이너,웹디자이너,,,인턴·신입,대졸↑,서울,인턴,홈페이지 지원,채용 시 마감,~06/28(금),,,,,,,,,,,,,,,,,,,,,
87,하락38,㈜도둠디자인,관심기업,,,,,,,공간디자이너,,,,즉시지원,~06/09(일),,,,,,,,,,,,,,,,합격축하금 50만원,스크랩,전시 디자인 설계 (신입) 채용,경력무관,초대졸↑,서울,정규직
88,NEWNEW,(주)모움,관심기업,스크랩,UX/UI 디자이너 신입/경력 모집,웹디자이너,,,,신입·경력,초대졸↑,서울,정규직,즉시지원,~05/31(금),,,,,,,,,,,,,,,,,,,,,,
89,하락29,㈜디콰이엇,관심기업,,,,,,,UI·UX디자이너,,,,즉시지원,~06/09(일),,,,,,,,,,,,,,,,합격축하금 50만원,스크랩,UX 디자이너 (신입),신입,대졸↑,서울,정규직
90,NEWNEW,㈜성연종합건설,관심기업,스크랩,2024년 상반기 부서별채용(인테리어설계/공사/공무/관리),실내디자이너,사무보조,건축기사,시공기사 외,신입·경력,고졸↑,경기,정규직,즉시지원,채용 시 마감,~05/31(금),,,,,,,,,,,,,,,,,,,,,
91,상승8,㈜모어비전,관심기업,스크랩,[MORE VISION] 마케팅 콘텐츠 (영상) 제작 (신입/경력),영상디자이너,콘텐츠마케터,영상편집자,,경력무관,학력무관,서울,정규직,즉시지원,채용 시 마감,~05/31(금),,,,,,,,,,,,,,,,,,,,,
92,NEWNEW,주식회사 플라이모델,관심기업,스크랩,[플라이모델] 여성의류쇼핑몰 웹디자이너 모집,그래픽디자이너,시각디자이너,웹디자이너,UI·UX디자이너 외,신입·경력,학력무관,서울,"정규직, 계약직",즉시지원,채용 시 마감,~06/21(금),,,,,,,,,,,,,,,,,,,,,
93,하락32,㈜DYB최선어학원,관심기업,스크랩,[직영] 24년 신학기 각 부문 STAFF 모집,캐릭터디자이너,일러스트레이터,웹기획,마케팅기획 외,신입·경력,대졸↑,"서울, 경기","정규직, 계약직",즉시지원,채용 시 마감,~06/07(금),,,,,,,,,,,,,,,,,,,,,
94,상승9,㈜더캐리,관심기업,스크랩,2024년 (주)더캐리 IT인력 (정보혁신부) 전 부문 공개채용,웹디자이너,UI·UX디자이너,일러스트레이터,웹기획 외,신입·경력,학력무관,서울,"정규직, 프리랜서",즉시지원,~06/14(금),,,,,,,,,,,,,,,,,,,,,,
95,상승3,마롱컴퍼니,관심기업,스크랩,[미술스타트업] 디자인팀 그래픽디자이너 채용(브랜딩/편집/CI/BI 디자인),그래픽디자이너,시각디자이너,광고디자이너,,경력무관,학력무관,서울,"정규직, 계약직",즉시지원,채용 시 마감,~07/06(토),,,,,,,,,,,,,,,,,,,,,
96,하락63,㈜위딘씨앤씨,관심기업,,,,,,,광고디자이너,,,,즉시지원,~06/02(일),,,,,,,,,,,,,,,,합격축하금 50만원,스크랩,[원픽] 이미지 콘텐츠 디자이너 모집,경력무관,초대졸↑,서울,정규직
97,NEWNEW,㈜파밀리데이터,관심기업,스크랩,[㈜파밀리데이터] 2024년 상반기 부문 별 정규직 직원 채용,웹디자이너,앱개발자,DBA,데이터사이언티스트 외,신입·경력,대졸↑,경기,정규직,즉시지원,~06/12(수),,,,,,,,,,,,,,,,,,,,,,
98,하락2,㈜아베크디자인,관심기업,스크랩,"2024 상반기 설계부 신입사원 채용 (초대졸, 졸업예정자 포함)",시각디자이너,실내디자이너,공간디자이너,일러스트레이터 외,신입,초대졸↑,서울,정규직,즉시지원,채용 시 마감,~05/16(목),,,,,,,,,,,,,,,,,,,,,
99,하락29,부평인력개발원,관심기업,스크랩,"전기공사 [월 610만/일급 30만-21만] 전국 대기업 전기공사 긴급채용- 풀잔업, 야근있음/ 평택삼성반도체/ 천안삼성SDI/ 포항제철/ 인천공항",실내디자이너,설치·수리기사,필드엔지니어,시공기사 외,신입·경력,학력무관,"서울, 경기, 인천 외",정규직,즉시지원,채용 시 마감,~05/17(금),,,,,,,,,,,,,,,,,,,,,
100,NEWNEW,㈜오티디코퍼레이션,관심기업,스크랩,[OTD] 디자인파트 채용,웹디자이너,UI·UX디자이너,시각디자이너,,신입·경력,초대졸↑,서울,정규직,즉시지원,~06/12(수),,,,,,,,,,,,,,,,,,,,,,
