LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5,LABEL-6,LABEL-7,LABEL-8,LABEL-9,LABEL-10,LABEL-11,LABEL-12,LABEL-13,LABEL-14,LABEL-15,LABEL-16,LABEL-17,LABEL-18,LABEL-19,LABEL-20,LABEL-21,LABEL-22,LABEL-23,LABEL-24,LABEL-25,LABEL-26,LABEL-27,LABEL-28,LABEL-29,LABEL-30,LABEL-31,LABEL-32
75,,㈜세종기획,관심기업,,,,스크랩,㈜세종기획 각 부문(디자인팀/영업지원팀/도면팀/생산수작업팀/오퍼레이팅) 신입/경력 채용,설계엔지니어,제품디자이너,시각디자이너,제품영업 외,신입·경력,고졸↑,서울,정규직,즉시지원,채용 시 마감,하락19,,,~05/20(월),,,,,,,,,
76,,지큐아이㈜,관심기업,,,,스크랩,거래처 납품 및 배송 물류 / AS 관리 각 분야 신입 및 경력 채용,기계엔지니어,설비엔지니어,반도체엔지니어,필드엔지니어 외,신입·경력,학력무관,"서울, 경기",정규직,즉시지원,~05/31(금),NEWNEW,,,,,,,,,,,,
77,,㈜이엠텍,관심기업,,,,스크랩,[기계설계/기술영업/전기] 직원채용,전기·전자엔지니어,기계엔지니어,설계엔지니어,반도체엔지니어 외,신입·경력,학력무관,"경기, 충남",정규직,즉시지원,~05/20(월),NEWNEW,,,,,,,,,,,,
78,,㈜우진프라스틱,관심기업,,,,스크랩,2024년 신입/경력 각 분야 채용,설계엔지니어,전기·전자엔지니어,공정엔지니어,그래픽디자이너 외,신입·경력,고졸↑,경기,정규직,즉시지원,상시채용,하락10,,,,,,,,,,,,
79,,㈜엠제이텍,관심기업,,,,스크랩,각 분야별 채용[영업관리/품질관리/금형관리/자재관리/시설관리],설계엔지니어,사무담당자,총무,경리 외,신입·경력,학력무관,"경기, 충북",정규직,즉시지원,~06/13(목),NEWNEW,,,,,,,,,,,,
80,,도미노피자(청오디피케이),관심기업,,,,스크랩,도미노피자 각 부문(자회사 포함) 공개 채용,R&D·연구원,경영·비즈니스기획,웹기획,마케팅기획 외,신입·경력,대졸↑,"서울, 경기, 충남",정규직,즉시지원,~05/31(금),하락1,,,,,,,,,,,,
81,,LS일렉트릭,관심기업,,,,스크랩,2024년 상반기 연구개발 수시채용,기계엔지니어,설계엔지니어,전기·전자엔지니어,하드웨어개발자 외,신입·경력,대졸↑,"경기, 충북, 부산",,홈페이지 지원,~06/28(금),NEWNEW,,,,LS그룹,1000대기업,163 위,1000대기업 순위 닫기,,,,,
82,,㈜다온위드,관심기업,,,,스크랩,[당일합격발표] 대규모채용 연봉5천이상 /정규직/상여600만/기숙사무료/통근버스운행,전기·전자엔지니어,반도체엔지니어,생산·공정관리자,생산직종사자 외,경력무관,학력무관,"서울, 경기, 인천 외","정규직, 계약직",즉시지원,상시채용,하락29,,,,,,,,,,,,
83,,㈜씨티알,관심기업,1000대기업,864 위,1000대기업 순위 닫기,스크랩,"2024년 CTR 신입/경력 채용 (설계, 품질관리, 생산관리, 생산기술, 총무, 설계-해석, 설비개선, PM, GHR, 원가관리, 해외영업, 안전관리, CNC개발, 이커머스, 캠페인기획, 시작관리 外)",R&D·연구원,회계담당자,생산·공정관리자,,신입·경력,학력무관,경남,"정규직, 계약직",홈페이지 지원,채용 시 마감,NEWNEW,,,~07/08(월),,,,,,우수기업,우수기업이란?,"정부기관, 자치단체, 공공기관, 민간부문 등 공신력있는기관에서 인증된 일하기 좋은 기업입니다.",우수기업 설명 닫기
84,,㈜한국LNG,관심기업,,,,스크랩,㈜한국LNG (삼성중공업) 신입사원 모집,기계엔지니어,설비엔지니어,필드엔지니어,해외영업 외,경력무관,학력무관,"경기, 인천, 대전 외",정규직,즉시지원,상시채용,하락14,,,,,,,,,,,,
85,,로드801주식회사,관심기업,,,,스크랩,[월 230만-240만]  송도24시간 셀프주유소 주간 직원 채용,설비엔지니어,필드엔지니어,기계엔지니어,주차·주유원 외,신입·경력,학력무관,"서울, 경기, 인천 외","정규직, 계약직",즉시지원,상시채용,NEWNEW,,,,,,,,,,,,
86,,㈜매스코,관심기업,,,,스크랩,내비게이션 전자지도 DB구축 (신입/경력),전기·전자엔지니어,기계엔지니어,설계엔지니어,통신엔지니어 외,경력무관,학력무관,"서울, 경기","정규직, 계약직",즉시지원,~05/31(금),상승1,,,,,,,,,,,,
87,,솔탑,관심기업,,,,스크랩,[솔탑] 연구/개발직 신입 및 경력사원 모집,전기·전자엔지니어,기계엔지니어,설계엔지니어,설비엔지니어 외,신입·경력,대졸↑,"대전, 세종",정규직,즉시지원,~06/12(수),상승38,,,,,,,,,,,,
88,,머크㈜,관심기업,,,,스크랩,[머크 코리아] 각 부문 공개채용 (제약/바이오/화학/반도체/디스플레이/경영지원),화학엔지니어,R&D·연구원,바이오·제약연구원,,신입·경력,대졸↑,서울,"정규직, 계약직",홈페이지 지원,채용 시 마감,하락14,,,~05/18(토),,,,,,,,,
89,,국민건강보험공단,관심기업,,,,스크랩,2024년 하반기 기간제근로자 채용,R&D·연구원,환경미화원,시설관리자,사무담당자 외,신입·경력,전국,계약직,,홈페이지 지원,~05/22(수),하락12,,,,,,,,,,,,
90,,㈜삼우종합건축사사무소,관심기업,,,,스크랩,2024년 채용연계형 인턴십 모집,설계엔지니어,경영지원,재무담당자,총무 외,인턴·신입,"서울, 경기, 충남",인턴,,홈페이지 지원,~05/26(일),하락19,,,,삼성그룹,,,,,,,,
91,,비씨엠,관심기업,,,,스크랩,2024년 상반기 각 부문별 채용 모집,설계엔지니어,반도체엔지니어,R&D·연구원,사무담당자 외,신입·경력,학력무관,"서울, 경기",정규직,즉시지원,~06/12(수),NEWNEW,,,,,,,,,,,,
92,,㈜유한양행,관심기업,1000대기업,308 위,1000대기업 순위 닫기,스크랩,㈜유한양행 사원 모집 (계약직),R&D·연구원,법무담당자,바이오·제약연구원,,신입·경력,대졸↑,"서울, 경기",계약직,,~05/14(화),하락7,,,,,,,,공고마감,,,,
93,,㈜에스앤에스,관심기업,,,,스크랩,2024년 상반기 각 분야 정규직 모집,전기·전자엔지니어,기계엔지니어,공정엔지니어,R&D·연구원 외,신입·경력,초대졸↑,"경기, 충북, 전국",정규직,즉시지원,상시채용,NEWNEW,,,,,,,,,,,,
94,,대한상공회의소 서울기술교육센터,관심기업,,,,스크랩,"[전액국비,취업연계] [Harman] 세미콘 아카데미-반도체 설계, [Intel] 엣지 AI SW 아카데미 교육생 모집",반도체엔지니어,백엔드개발자,프론트엔드개발자,웹개발자 외,신입·경력,학력무관,서울,연수생/교육생,홈페이지 지원,~06/29(토),NEWNEW,,,,,,,,,,,,
95,,㈜케이엘솔루션,관심기업,,,,스크랩,"[3조2교대/상여금420]삼성1차 휴대폰 OLED 품질,OP 생산사원모집",설비엔지니어,반도체엔지니어,생산직종사자,생산·공정관리자 외,신입·경력,학력무관,"경기, 세종, 충남",정규직,즉시지원,~05/24(금),하락33,,,,,,,,,,,,
96,,㈜옵투스제약,관심기업,,,,스크랩,각 부문 신입/경력 채용,전기·전자엔지니어,통신엔지니어,경영·비즈니스기획,마케팅기획 외,신입·경력,초대졸↑,경기,정규직,즉시지원,~05/28(화),하락7,,,,,,,,,,,,
97,,㈜기영에프앤비,관심기업,,,,스크랩,[4.5일제] 기영에프앤비 경영기획/R&D 메뉴개발/해외사업/구매/마케팅/신규사업/운영/오픈 외 신규 채용 모집,R&D·연구원,경영·비즈니스기획,마케팅기획,HRD·HRM 외,신입·경력,학력무관,서울,정규직,즉시지원,~05/17(금),하락3,,,,,,,,,,,,
98,,포시즌스호텔서울,관심기업,,,,스크랩,[포시즌스호텔서울] 경영지원 각 부문 별 신입 및 경력 채용,필드엔지니어,전기기사,시설관리자,안전관리자 외,신입·경력,학력무관,서울,"정규직, 계약직",즉시지원,~06/07(금),NEWNEW,,,,,,,,,,,,
99,,스카니아코리아그룹㈜,관심기업,,,,스크랩,스카니아(수입 상용차) 각 부문 별 공개채용,필드엔지니어,영업관리,정비기사,,신입·경력,학력무관,"경기, 인천, 경남",정규직,즉시지원,~06/15(토),상승16,,,,,,,,,,,,
100,,대원정밀공업㈜,관심기업,,,,스크랩,대원정밀공업(주) 각 부문별 채용,R&D·연구원,생산직종사자,생산·공정관리자,인사담당자 외,신입·경력,학력무관,"경기, 전남, 경북","정규직, 계약직",즉시지원,~06/15(토),상승40,,,,,,,,,,,,
