시도,시군구,폐기물 종류,Unnamed: 3,합계,재활용,소각,매립,기타
,,음식물류 폐기물 분리배출,EMPTY,"15,887.10","15,887.10",0,0,0
세종,세종시,합계,,"101,623.30","70,818.70","30,804.60",0,0
,,종량제방식 등 혼합배출,소계,"59,317.90","29,426.10","29,891.80",0,0
,,"재활용 
가능자원
 분리배출",소계,"26,418.30","25,505.50",912.8,0,0
,,음식물류 폐기물 분리배출,EMPTY,"15,887.10","15,887.10",0,0,0
경기,소계,합계,,"4,116,560.40","2,403,959.50","1,337,482.00","352,061.50","23,057.40"
,,종량제방식 등 혼합배출,소계,"2,012,825.60","342,242.10","1,303,214.50","345,467.30","21,901.70"
,,"재활용 
가능자원
 분리배출",소계,"974,638.80","932,888.30","34,240.30","6,594.20",916
,,음식물류 폐기물 분리배출,EMPTY,"1,129,096.00","1,128,829.10",27.2,0,239.7
경기,수원시,합계,,"335,752.60","204,448.90","129,790.30","1,513.40",0
,,종량제방식 등 혼합배출,소계,"150,951.50","22,076.50","128,875.00",0,0
,,"재활용 
가능자원
 분리배출",소계,"92,402.00","89,973.30",915.3,"1,513.40",0
,,음식물류 폐기물 분리배출,EMPTY,"92,399.10","92,399.10",0,0,0
경기,고양시,합계,,"298,163.20","184,722.90","45,965.70","67,474.60",0
,,종량제방식 등 혼합배출,소계,"113,440.30",0,"45,965.70","67,474.60",0
,,"재활용 
가능자원
 분리배출",소계,"86,863.50","86,863.50",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"97,859.40","97,859.40",0,0,0
경기,성남시,합계,,"293,609.20","120,387.30","151,391.40",0,"21,830.50"
,,종량제방식 등 혼합배출,소계,"168,552.20","1,288.10","146,349.20",0,"20,914.90"
,,"재활용 
가능자원
 분리배출",소계,"54,909.10","48,951.30","5,042.20",0,915.6
,,음식물류 폐기물 분리배출,EMPTY,"70,147.90","70,147.90",0,0,0
경기,용인시,합계,,"279,726.90","158,590.90","108,147.50","12,988.50",0
,,종량제방식 등 혼합배출,소계,"130,656.10","12,082.10","106,500.50","12,073.50",0
,,"재활용 
가능자원
 분리배출",소계,"76,487.00","73,925.00","1,647.00",915,0
,,음식물류 폐기물 분리배출,EMPTY,"72,583.80","72,583.80",0,0,0
경기,부천시,합계,,"247,776.20","152,601.90","48,581.70","46,592.60",0
,,종량제방식 등 혼합배출,소계,"118,899.00","24,691.60","48,581.70","45,625.70",0
,,"재활용 
가능자원
 분리배출",소계,"54,631.40","53,664.50",0,966.9,0
,,음식물류 폐기물 분리배출,EMPTY,"74,245.80","74,245.80",0,0,0
경기,안산시,합계,,"229,601.20","110,457.90","78,081.00","41,062.30",0
,,종량제방식 등 혼합배출,소계,"108,792.30",0,"69,790.90","39,001.40",0
,,"재활용 
가능자원
 분리배출",소계,"52,355.50","42,004.50","8,290.10","2,060.90",0
,,음식물류 폐기물 분리배출,EMPTY,"68,453.40","68,453.40",0,0,0
경기,남양주시,합계,,"215,446.40","148,952.40","45,725.80","20,768.20",0
,,종량제방식 등 혼합배출,소계,"103,143.20","36,649.20","45,725.80","20,768.20",0
,,"재활용 
가능자원
 분리배출",소계,"57,024.70","57,024.70",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"55,278.50","55,278.50",0,0,0
경기,안양시,합계,,"141,191.20","63,577.10","62,844.20","14,769.90",0
,,종량제방식 등 혼합배출,소계,"81,512.90","3,898.80","62,844.20","14,769.90",0
,,"재활용 
가능자원
 분리배출",소계,"18,828.90","18,828.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"40,849.40","40,849.40",0,0,0
경기,화성시,합계,,"251,848.80","153,052.40","75,849.40","22,947.00",0
,,종량제방식 등 혼합배출,소계,"115,303.80","16,513.20","75,843.60","22,947.00",0
,,"재활용 
가능자원
 분리배출",소계,"61,602.40","61,602.40",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"74,942.60","74,936.80",5.8,0,0
경기,평택시,합계,,"202,165.20","183,080.30","8,244.00","10,840.90",0
,,종량제방식 등 혼합배출,소계,"97,255.90","78,171.00","8,244.00","10,840.90",0
,,"재활용 
가능자원
 분리배출",소계,"48,863.80","48,863.80",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"56,045.50","56,045.50",0,0,0
경기,의정부시,합계,,"146,138.70","86,516.50","51,669.10","7,127.90",825.2
,,종량제방식 등 혼합배출,소계,"68,882.20","9,600.10","51,329.40","7,127.90",824.8
,,"재활용 
가능자원
 분리배출",소계,"36,644.80","36,304.70",339.7,0,0.4
,,음식물류 폐기물 분리배출,EMPTY,"40,611.70","40,611.70",0,0,0
경기,시흥시,합계,,"172,060.00","92,545.80","57,296.20","22,218.00",0
,,종량제방식 등 혼합배출,소계,"77,222.20","4,755.10","50,249.10","22,218.00",0
,,"재활용 
가능자원
 분리배출",소계,"41,424.70","34,377.60","7,047.10",0,0
,,음식물류 폐기물 분리배출,EMPTY,"53,413.10","53,413.10",0,0,0
경기,파주시,합계,,"144,979.10","77,724.50","66,262.00",992.6,0
,,종량제방식 등 혼합배출,소계,"81,646.90","14,392.30","66,262.00",992.6,0
,,"재활용 
가능자원
 분리배출",소계,"32,572.90","32,572.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"30,759.30","30,759.30",0,0,0
경기,김포시,합계,,"147,681.80","80,888.90","33,189.90","33,603.00",0
,,종량제방식 등 혼합배출,소계,"81,420.10","15,728.00","32,089.10","33,603.00",0
,,"재활용 
가능자원
 분리배출",소계,"38,507.50","37,406.70","1,100.80",0,0
,,음식물류 폐기물 분리배출,EMPTY,"27,754.20","27,754.20",0,0,0
경기,광명시,합계,,"88,655.70","45,919.70","38,060.00","4,676.00",0
,,종량제방식 등 혼합배출,소계,"46,399.80","3,663.80","38,060.00","4,676.00",0
,,"재활용 
가능자원
 분리배출",소계,"24,032.10","24,032.10",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"18,223.80","18,223.80",0,0,0
경기,광주시,합계,,"122,676.90","75,476.80","39,061.00","8,139.10",0
,,종량제방식 등 혼합배출,소계,"62,861.10","15,661.00","39,061.00","8,139.10",0
,,"재활용 
가능자원
 분리배출",소계,"23,354.50","23,354.50",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"36,461.30","36,461.30",0,0,0
경기,군포시,합계,,"76,585.90","28,598.00","47,987.90",0,0
,,종량제방식 등 혼합배출,소계,"46,287.50",0,"46,287.50",0,0
,,"재활용 
가능자원
 분리배출",소계,"10,249.20","8,570.20","1,679.00",0,0
,,음식물류 폐기물 분리배출,EMPTY,"20,049.20","20,027.80",21.4,0,0
경기,오산시,합계,,"64,685.90","40,189.10","22,423.40","2,073.40",0
,,종량제방식 등 혼합배출,소계,"27,661.70","3,164.90","22,423.40","2,073.40",0
,,"재활용 
가능자원
 분리배출",소계,"17,013.10","17,013.10",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"20,011.10","20,011.10",0,0,0
경기,이천시,합계,,"80,891.90","57,698.50","21,495.00","1,698.40",0
,,종량제방식 등 혼합배출,소계,"35,541.40","12,348.00","21,495.00","1,698.40",0
,,"재활용 
가능자원
 분리배출",소계,"18,501.90","18,501.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"26,848.60","26,848.60",0,0,0
경기,양주시,합계,,"81,107.30","44,391.30","35,525.90","1,190.10",0
,,종량제방식 등 혼합배출,소계,"43,626.80","9,910.80","32,525.90","1,190.10",0
,,"재활용 
가능자원
 분리배출",소계,"15,496.30","12,496.30","3,000.00",0,0
,,음식물류 폐기물 분리배출,EMPTY,"21,984.20","21,984.20",0,0,0
경기,안성시,합계,,"56,155.90","35,135.90","13,794.50","7,214.00",11.5
,,종량제방식 등 혼합배출,소계,"28,976.90","9,109.00","12,719.30","7,148.60",0
,,"재활용 
가능자원
 분리배출",소계,"13,470.10","12,329.50","1,075.20",65.4,0
,,음식물류 폐기물 분리배출,EMPTY,"13,708.90","13,697.40",0,0,11.5
경기,구리시,합계,,"68,964.80","39,550.30","26,654.80","2,382.80",376.9
,,종량제방식 등 혼합배출,소계,"39,766.10","12,324.40","24,896.90","2,382.80",162
,,"재활용 
가능자원
 분리배출",소계,"12,580.30","10,822.40","1,757.90",0,0
,,음식물류 폐기물 분리배출,EMPTY,"16,618.40","16,403.50",0,0,214.9
경기,포천시,합계,,"58,803.70","25,453.20","31,657.20","1,693.30",0
,,종량제방식 등 혼합배출,소계,"35,183.60","1,833.10","31,657.20","1,693.30",0
,,"재활용 
가능자원
 분리배출",소계,"10,680.70","10,680.70",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"12,939.40","12,939.40",0,0,0
경기,의왕시,합계,,"48,674.90","34,348.50","9,754.90","4,571.50",0
,,종량제방식 등 혼합배출,소계,"21,167.10","7,165.70","9,429.90","4,571.50",0
,,"재활용 
가능자원
 분리배출",소계,"13,584.80","13,259.80",325,0,0
,,음식물류 폐기물 분리배출,EMPTY,"13,923.00","13,923.00",0,0,0
경기,하남시,합계,,"84,585.50","58,626.10","23,933.90","2,025.50",0
,,종량제방식 등 혼합배출,소계,"35,952.70","9,993.30","23,933.90","2,025.50",0
,,"재활용 
가능자원
 분리배출",소계,"22,866.90","22,866.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"25,765.90","25,765.90",0,0,0
경기,여주시,합계,,"42,350.10","23,853.70","10,995.50","7,487.70",13.2
,,종량제방식 등 혼합배출,소계,"18,015.60",0,"10,995.50","7,020.10",0
,,"재활용 
가능자원
 분리배출",소계,"11,121.60","10,654.00",0,467.6,0
,,음식물류 폐기물 분리배출,EMPTY,"13,212.90","13,199.70",0,0,13.2
경기,양평군,합계,,"27,050.90","14,949.20","11,151.70",950,0
,,종량제방식 등 혼합배출,소계,"12,101.70",0,"11,151.70",950,0
,,"재활용 
가능자원
 분리배출",소계,"7,086.30","7,086.30",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"7,862.90","7,862.90",0,0,0
경기,동두천시,합계,,"37,205.40","16,128.80","21,076.60",0,0
,,종량제방식 등 혼합배출,소계,"20,681.50",986.9,"19,694.60",0,0
,,"재활용 
가능자원
 분리배출",소계,"6,096.90","4,714.90","1,382.00",0,0
,,음식물류 폐기물 분리배출,EMPTY,"10,427.00","10,427.00",0,0,0
경기,과천시,합계,,"24,511.10","12,835.80","11,472.40",202.8,0.1
,,종량제방식 등 혼합배출,소계,"12,090.40",415.2,"11,472.40",202.8,0
,,"재활용 
가능자원
 분리배출",소계,"7,501.70","7,501.70",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"4,919.00","4,918.90",0,0,0.1
경기,가평군,합계,,"33,901.80","28,417.80",639,"4,845.00",0
,,종량제방식 등 혼합배출,소계,"20,060.00","15,820.00",0,"4,240.00",0
,,"재활용 
가능자원
 분리배출",소계,"5,939.60","4,695.60",639,605,0
,,음식물류 폐기물 분리배출,EMPTY,"7,902.20","7,902.20",0,0,0
경기,연천군,합계,,"13,612.20","4,839.10","8,760.10",13,0
,,종량제방식 등 혼합배출,소계,"8,773.10",0,"8,760.10",13,0
,,"재활용 
가능자원
 분리배출",소계,"1,944.60","1,944.60",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"2,894.50","2,894.50",0,0,0
강원,소계,합계,,"630,969.50","304,210.00","155,455.90","170,932.40",371.2
,,종량제방식 등 혼합배출,소계,"378,952.60","78,375.60","140,027.50","160,549.50",0
,,"재활용 
가능자원
 분리배출",소계,"103,015.70","85,188.90","8,830.80","8,996.00",0
,,음식물류 폐기물 분리배출,EMPTY,"149,001.20","140,645.50","6,597.60","1,386.90",371.2
강원,춘천시,합계,,"100,070.50","32,827.80","49,771.80","17,470.90",0
,,종량제방식 등 혼합배출,소계,"62,615.30",0,"46,126.70","16,488.60",0
,,"재활용 
가능자원
 분리배출",소계,"14,342.30","9,714.90","3,645.10",982.3,0
,,음식물류 폐기물 분리배출,EMPTY,"23,112.90","23,112.90",0,0,0
강원,원주시,합계,,"107,447.80","78,585.20",0,"28,862.60",0
,,종량제방식 등 혼합배출,소계,"54,040.70","27,607.10",0,"26,433.60",0
,,"재활용 
가능자원
 분리배출",소계,"22,716.00","20,287.00",0,"2,429.00",0
,,음식물류 폐기물 분리배출,EMPTY,"30,691.10","30,691.10",0,0,0
강원,강릉시,합계,,"73,537.80","29,747.60",606,"43,184.20",0
,,종량제방식 등 혼합배출,소계,"40,274.50",0,606,"39,668.50",0
,,"재활용 
가능자원
 분리배출",소계,"12,095.60","8,579.90",0,"3,515.70",0
,,음식물류 폐기물 분리배출,EMPTY,"21,167.70","21,167.70",0,0,0
강원,동해시,합계,,"41,568.90","28,856.10",0,"12,712.80",0
,,종량제방식 등 혼합배출,소계,"28,319.70","15,751.10",0,"12,568.60",0
,,"재활용 
가능자원
 분리배출",소계,"2,788.80","2,644.60",0,144.2,0
,,음식물류 폐기물 분리배출,EMPTY,"10,460.40","10,460.40",0,0,0
강원,태백시,합계,,"26,253.70","11,888.50","8,817.10","5,548.10",0
,,종량제방식 등 혼합배출,소계,"19,196.50","6,178.90","7,469.50","5,548.10",0
,,"재활용 
가능자원
 분리배출",소계,"2,834.30","1,486.70","1,347.60",0,0
,,음식물류 폐기물 분리배출,EMPTY,"4,222.90","4,222.90",0,0,0
강원,속초시,합계,,"52,093.90","20,445.80","23,038.20","8,609.90",0
,,종량제방식 등 혼합배출,소계,"33,989.00","4,091.70","21,369.30","8,528.00",0
,,"재활용 
가능자원
 분리배출",소계,"5,263.30","3,512.50","1,668.90",81.9,0
,,음식물류 폐기물 분리배출,EMPTY,"12,841.60","12,841.60",0,0,0
강원,삼척시,합계,,"34,251.50","20,770.10",170.7,"12,939.50",371.2
,,종량제방식 등 혼합배출,소계,"25,672.20","12,563.30",170.7,"12,938.20",0
,,"재활용 
가능자원
 분리배출",소계,"2,068.00","2,068.00",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"6,511.30","6,138.80",0,1.3,371.2
강원,홍천군,합계,,"27,990.40","13,770.50","13,858.00",361.9,0
,,종량제방식 등 혼합배출,소계,"16,239.90","4,456.20","11,477.10",306.6,0
,,"재활용 
가능자원
 분리배출",소계,"4,970.90","4,906.30",9.3,55.3,0
,,음식물류 폐기물 분리배출,EMPTY,"6,779.60","4,408.00","2,371.60",0,0
강원,횡성군,합계,,"19,395.50","11,960.70","4,408.10","3,026.70",0
,,종량제방식 등 혼합배출,소계,"8,578.40","1,904.50","4,310.10","2,363.80",0
,,"재활용 
가능자원
 분리배출",소계,"6,415.80","5,654.90",98,662.9,0
,,음식물류 폐기물 분리배출,EMPTY,"4,401.30","4,401.30",0,0,0
강원,영월군,합계,,"13,734.80","5,595.80","5,962.60","2,176.40",0
,,종량제방식 등 혼합배출,소계,"7,509.90",0,"5,473.40","2,036.50",0
,,"재활용 
가능자원
 분리배출",소계,"3,557.50","2,964.10",489.2,104.2,0
,,음식물류 폐기물 분리배출,EMPTY,"2,667.40","2,631.70",0,35.7,0
강원,평창군,합계,,"20,700.90","18,081.50",0,"2,619.40",0
,,종량제방식 등 혼합배출,소계,"4,746.00","2,211.30",0,"2,534.70",0
,,"재활용 
가능자원
 분리배출",소계,"9,535.50","9,450.80",0,84.7,0
,,음식물류 폐기물 분리배출,EMPTY,"6,419.40","6,419.40",0,0,0
강원,정선군,합계,,"13,076.90","5,795.50","1,058.30","6,223.10",0
,,종량제방식 등 혼합배출,소계,"7,176.10",0,"1,058.30","6,117.80",0
,,"재활용 
가능자원
 분리배출",소계,"2,849.30","2,744.00",0,105.3,0
,,음식물류 폐기물 분리배출,EMPTY,"3,051.50","3,051.50",0,0,0
강원,철원군,합계,,"18,271.40","5,230.90","4,916.30","8,124.20",0
,,종량제방식 등 혼합배출,소계,"11,723.20",0,"4,074.50","7,648.70",0
,,"재활용 
가능자원
 분리배출",소계,"3,517.40","2,500.10",841.8,175.5,0
,,음식물류 폐기물 분리배출,EMPTY,"3,030.80","2,730.80",0,300,0
강원,화천군,합계,,"12,956.00",847,"6,065.50","6,043.50",0
,,종량제방식 등 혼합배출,소계,"10,959.30",0,"5,896.70","5,062.60",0
,,"재활용 
가능자원
 분리배출",소계,941.7,772.9,168.8,0,0
,,음식물류 폐기물 분리배출,EMPTY,"1,055.00",74.1,0,980.9,0
강원,양구군,합계,,"9,295.80","3,881.10","4,875.30",539.4,0
,,종량제방식 등 혼합배출,소계,"5,872.70",458,"4,875.30",539.4,0
,,"재활용 
가능자원
 분리배출",소계,"1,364.50","1,364.50",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"2,058.60","2,058.60",0,0,0
강원,인제군,합계,,"23,449.80","4,223.10","12,380.10","6,846.60",0
,,종량제방식 등 혼합배출,소계,"18,575.10",0,"12,052.10","6,523.00",0
,,"재활용 
가능자원
 분리배출",소계,"3,643.90","3,127.30",262,254.6,0
,,음식물류 폐기물 분리배출,EMPTY,"1,230.80","1,095.80",66,69,0
강원,고성군,합계,,"17,424.00","7,726.70","5,442.50","4,254.80",0
,,종량제방식 등 혼합배출,소계,"12,227.60","2,863.80","5,442.50","3,921.30",0
,,"재활용 
가능자원
 분리배출",소계,"1,639.40","1,305.90",0,333.5,0
,,음식물류 폐기물 분리배출,EMPTY,"3,557.00","3,557.00",0,0,0
강원,양양군,합계,,"19,449.90","3,976.10","14,085.40","1,388.40",0
,,종량제방식 등 혼합배출,소계,"11,236.50",289.7,"9,625.30","1,321.50",0
,,"재활용 
가능자원
 분리배출",소계,"2,471.50","2,104.50",300.1,66.9,0
,,음식물류 폐기물 분리배출,EMPTY,"5,741.90","1,581.90","4,160.00",0,0
충북,소계,합계,,"599,851.10","246,380.50","287,724.90","60,561.30","5,184.40"
,,종량제방식 등 혼합배출,소계,"342,513.10","5,823.80","279,674.40","54,377.10","2,637.80"
,,"재활용 
가능자원
 분리배출",소계,"118,951.20","112,491.50","4,760.40","1,699.30",0
,,음식물류 폐기물 분리배출,EMPTY,"138,386.80","128,065.20","3,290.10","4,484.90","2,546.60"
충북,청주시,합계,,"309,163.10","136,519.00","153,253.50","19,390.60",0
,,종량제방식 등 혼합배출,소계,"172,644.10",0,"153,253.50","19,390.60",0
,,"재활용 
가능자원
 분리배출",소계,"57,346.00","57,346.00",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"79,173.00","79,173.00",0,0,0
충북,충주시,합계,,"79,299.60","34,252.70","40,121.60","4,925.30",0
,,종량제방식 등 혼합배출,소계,"41,319.70",0,"36,394.40","4,925.30",0
,,"재활용 
가능자원
 분리배출",소계,"18,584.80","14,857.60","3,727.20",0,0
,,음식물류 폐기물 분리배출,EMPTY,"19,395.10","19,395.10",0,0,0
충북,제천시,합계,,"50,885.70","19,968.30","12,425.70","18,430.20",61.5
,,종량제방식 등 혼합배출,소계,"32,261.60","3,105.00","12,425.70","16,730.90",0
,,"재활용 
가능자원
 분리배출",소계,"8,719.90","7,020.60",0,"1,699.30",0
,,음식물류 폐기물 분리배출,EMPTY,"9,904.20","9,842.70",0,0,61.5
충북,보은군,합계,,"12,738.90","4,026.70","8,437.00",199.8,75.4
,,종량제방식 등 혼합배출,소계,"8,425.00",0,"8,225.20",199.8,0
,,"재활용 
가능자원
 분리배출",소계,"3,732.30","3,520.50",211.8,0,0
,,음식물류 폐기물 분리배출,EMPTY,581.6,506.2,0,0,75.4
충북,옥천군,합계,,"18,124.20","3,973.20","12,324.10","1,826.90",0
,,종량제방식 등 혼합배출,소계,"14,150.70",0,"12,323.80","1,826.90",0
,,"재활용 
가능자원
 분리배출",소계,"3,460.60","3,460.60",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,512.9,512.6,0.3,0,0
충북,영동군,합계,,"12,578.90","2,428.90","7,016.00","3,134.00",0
,,종량제방식 등 혼합배출,소계,"10,102.00",0,"6,968.00","3,134.00",0
,,"재활용 
가능자원
 분리배출",소계,"2,393.20","2,345.20",48,0,0
,,음식물류 폐기물 분리배출,EMPTY,83.7,83.7,0,0,0
충북,증평군,합계,,"12,431.30","2,534.80","5,841.10","1,417.60","2,637.80"
,,종량제방식 등 혼합배출,소계,"9,896.50",0,"5,841.10","1,417.60","2,637.80"
,,"재활용 
가능자원
 분리배출",소계,"2,053.30","2,053.30",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,481.5,481.5,0,0,0
충북,진천군,합계,,"35,867.00","17,027.90","15,951.40","2,830.80",56.9
,,종량제방식 등 혼합배출,소계,"18,153.70","1,551.40","13,986.50","2,615.80",0
,,"재활용 
가능자원
 분리배출",소계,"6,092.00","6,092.00",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"11,621.30","9,384.50","1,964.90",215,56.9
충북,괴산군,합계,,"14,686.30","6,922.30","6,953.00",811,0
,,종량제방식 등 혼합배출,소계,"6,614.00",0,"6,573.00",41,0
,,"재활용 
가능자원
 분리배출",소계,"5,232.30","4,852.30",380,0,0
,,음식물류 폐기물 분리배출,EMPTY,"2,840.00","2,070.00",0,770,0
충북,음성군,합계,,"36,007.60","15,415.00","14,612.10","5,980.50",0
,,종량제방식 등 혼합배출,소계,"17,662.80","1,167.40","13,287.20","3,208.20",0
,,"재활용 
가능자원
 분리배출",소계,"7,737.30","7,737.30",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"10,607.50","6,510.30","1,324.90","2,772.30",0
충북,단양군,합계,,"18,068.50","3,311.70","10,789.40","1,614.60","2,352.80"
,,종량제방식 등 혼합배출,소계,"11,283.00",0,"10,396.00",887,0
,,"재활용 
가능자원
 분리배출",소계,"3,599.50","3,206.10",393.4,0,0
,,음식물류 폐기물 분리배출,EMPTY,"3,186.00",105.6,0,727.6,"2,352.80"
충남,소계,합계,,"731,800.30","295,349.80","374,482.40","61,719.60",248.5
,,종량제방식 등 혼합배출,소계,"434,118.20","9,851.40","363,712.80","60,554.00",0
,,"재활용 
가능자원
 분리배출",소계,"111,079.50","99,144.30","10,769.60","1,165.60",0
,,음식물류 폐기물 분리배출,EMPTY,"186,602.60","186,354.10",0,0,248.5
충남,천안시,합계,,"228,961.00","86,337.30","114,840.90","27,534.30",248.5
,,종량제방식 등 혼합배출,소계,"142,375.20",0,"114,840.90","27,534.30",0
,,"재활용 
가능자원
 분리배출",소계,"32,491.70","32,491.70",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"54,094.10","53,845.60",0,0,248.5
충남,공주시,합계,,"27,103.10","9,806.20","16,885.30",411.6,0
,,종량제방식 등 혼합배출,소계,"16,885.30",0,"16,885.30",0,0
,,"재활용 
가능자원
 분리배출",소계,"3,839.60","3,428.00",0,411.6,0
,,음식물류 폐기물 분리배출,EMPTY,"6,378.20","6,378.20",0,0,0
충남,보령시,합계,,"44,515.70","14,456.90","16,863.20","13,195.60",0
,,종량제방식 등 혼합배출,소계,"30,058.80",0,"16,863.20","13,195.60",0
,,"재활용 
가능자원
 분리배출",소계,"2,675.20","2,675.20",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"11,781.70","11,781.70",0,0,0
충남,아산시,합계,,"117,027.20","59,655.10","57,372.10",0,0
,,종량제방식 등 혼합배출,소계,"57,372.10",0,"57,372.10",0,0
,,"재활용 
가능자원
 분리배출",소계,"20,898.70","20,898.70",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"38,756.40","38,756.40",0,0,0
충남,서산시,합계,,"62,003.90","24,367.30","37,636.60",0,0
,,종량제방식 등 혼합배출,소계,"35,358.00",0,"35,358.00",0,0
,,"재활용 
가능자원
 분리배출",소계,"9,518.90","7,240.30","2,278.60",0,0
,,음식물류 폐기물 분리배출,EMPTY,"17,127.00","17,127.00",0,0,0
충남,논산시,합계,,"45,446.70","24,759.70","9,854.00","10,833.00",0
,,종량제방식 등 혼합배출,소계,"29,773.00","9,840.00","9,854.00","10,079.00",0
,,"재활용 
가능자원
 분리배출",소계,"8,797.40","8,043.40",0,754,0
,,음식물류 폐기물 분리배출,EMPTY,"6,876.30","6,876.30",0,0,0
충남,계룡시,합계,,"16,359.00","8,047.30","7,883.40",428.3,0
,,종량제방식 등 혼합배출,소계,"8,311.70",0,"7,883.40",428.3,0
,,"재활용 
가능자원
 분리배출",소계,"2,024.40","2,024.40",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"6,022.90","6,022.90",0,0,0
충남,당진시,합계,,"60,806.90","22,336.00","38,470.90",0,0
,,종량제방식 등 혼합배출,소계,"37,731.40",0,"37,731.40",0,0
,,"재활용 
가능자원
 분리배출",소계,"7,138.20","6,398.70",739.5,0,0
,,음식물류 폐기물 분리배출,EMPTY,"15,937.30","15,937.30",0,0,0
충남,금산군,합계,,"15,841.50","6,278.60","9,562.90",0,0
,,종량제방식 등 혼합배출,소계,"9,562.90",0,"9,562.90",0,0
,,"재활용 
가능자원
 분리배출",소계,"1,958.50","1,958.50",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"4,320.10","4,320.10",0,0,0
충남,부여군,합계,,"18,211.50","3,339.20","6,107.00","8,765.30",0
,,종량제방식 등 혼합배출,소계,"8,765.30",0,0,"8,765.30",0
,,"재활용 
가능자원
 분리배출",소계,"8,502.40","2,395.40","6,107.00",0,0
,,음식물류 폐기물 분리배출,EMPTY,943.8,943.8,0,0,0
충남,서천군,합계,,"13,885.10","2,515.60","11,121.70",247.8,0
,,종량제방식 등 혼합배출,소계,"10,661.20",0,"10,413.40",247.8,0
,,"재활용 
가능자원
 분리배출",소계,"1,983.30","1,275.00",708.3,0,0
,,음식물류 폐기물 분리배출,EMPTY,"1,240.60","1,240.60",0,0,0
충남,청양군,합계,,"7,656.40","3,291.70","4,159.30",205.4,0
,,종량제방식 등 혼합배출,소계,"4,376.10",11.4,"4,159.30",205.4,0
,,"재활용 
가능자원
 분리배출",소계,"1,572.90","1,572.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"1,707.40","1,707.40",0,0,0
충남,홍성군,합계,,"34,386.60","14,826.50","19,470.40",89.7,0
,,종량제방식 등 혼합배출,소계,"19,560.10",0,"19,470.40",89.7,0
,,"재활용 
가능자원
 분리배출",소계,"3,958.30","3,958.30",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"10,868.20","10,868.20",0,0,0
충남,예산군,합계,,"25,013.20","9,356.10","15,648.50",8.6,0
,,종량제방식 등 혼합배출,소계,"14,720.90",0,"14,712.30",8.6,0
,,"재활용 
가능자원
 분리배출",소계,"4,501.00","3,564.80",936.2,0,0
,,음식물류 폐기물 분리배출,EMPTY,"5,791.30","5,791.30",0,0,0
충남,태안군,합계,,"14,582.50","5,976.30","8,606.20",0,0
,,종량제방식 등 혼합배출,소계,"8,606.20",0,"8,606.20",0,0
,,"재활용 
가능자원
 분리배출",소계,"1,219.00","1,219.00",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"4,757.30","4,757.30",0,0,0
전북,소계,합계,,"621,760.10","312,955.40","234,524.60","64,620.60","9,659.50"
,,종량제방식 등 혼합배출,소계,"295,781.20","20,024.30","212,592.70","63,164.20",0
,,"재활용 
가능자원
 분리배출",소계,"117,158.40","93,770.10","21,931.90","1,456.40",0
,,음식물류 폐기물 분리배출,EMPTY,"208,820.50","199,161.00",0,0,"9,659.50"
전북,전주시,합계,,"236,743.30","141,944.50","82,423.90","12,374.90",0
,,종량제방식 등 혼합배출,소계,"94,251.20","7,920.00","74,121.10","12,210.10",0
,,"재활용 
가능자원
 분리배출",소계,"49,685.20","41,217.60","8,302.80",164.8,0
,,음식물류 폐기물 분리배출,EMPTY,"92,806.90","92,806.90",0,0,0
전북,군산시,합계,,"107,155.60","42,328.00","48,772.70","16,054.90",0
,,종량제방식 등 혼합배출,소계,"65,639.40","3,236.50","46,415.90","15,987.00",0
,,"재활용 
가능자원
 분리배출",소계,"10,565.10","8,140.40","2,356.80",67.9,0
