LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5,LABEL-6,LABEL-7,LABEL-8,LABEL-9,LABEL-10,LABEL-11,LABEL-12,LABEL-13,LABEL-14,LABEL-15,LABEL-16,LABEL-17,LABEL-18,LABEL-19,LABEL-20,LABEL-21,LABEL-22,LABEL-23,LABEL-24,LABEL-25,LABEL-26,LABEL-27,LABEL-28,LABEL-29,LABEL-30,LABEL-31,LABEL-32,LABEL-33,LABEL-34,LABEL-35,LABEL-36,LABEL-37,LABEL-38
16,,㈜케이티엠앤에스,관심기업,,,,스크랩,2024 KT M&S 채용전환형 대졸인턴 모집,경영·비즈니스기획,경영지원,유통관리자,서비스영업 외,인턴·신입,대졸↑,"서울, 경기",인턴,홈페이지 지원,채용 시 마감,하락1,KT그룹,~05/08(수),,,1000대기업,326 위,1000대기업 순위 닫기,,,,,,,,,,,
17,,㈜JYP 엔터테인먼트 재팬,관심기업,,,,스크랩,2024년 JYP Entertainment Japan 채용,마케팅기획,법무담당자,변리사,AE(광고기획자) 외,신입·경력,대졸↑,일본,"정규직, 계약직",즉시지원,채용 시 마감,상승2,,~06/21(금),,,,,,,,,,,,,,,,
18,,오스템임플란트㈜,관심기업,우수기업,,우수기업 설명 닫기,스크랩,오스템임플란트 글로벌 / 영업·마케팅 채용,경영·비즈니스기획,마케팅기획,브랜드마케터,온라인마케터 외,신입·경력,초대졸↑,"서울, 경기, 인천 외",정규직,홈페이지 지원,~05/12(일),상승22,,,우수기업이란?,"정부기관, 자치단체, 공공기관, 민간부문 등 공신력있는기관에서 인증된 일하기 좋은 기업입니다.",,,,,,,,,,,,,,
19,,한국전자기술연구원,관심기업,,,,스크랩,2024년 1차 정규직 공개채용,경영·비즈니스기획,시스템엔지니어,네트워크엔지니어,소프트웨어개발자 외,신입·경력,대졸↑,"경기, 충북, 광주 외",정규직,홈페이지 지원,~05/08(수),상승7,,,,,,,,,,,,,,,,,,
20,유지,㈜마크로젠,관심기업,우수기업,,우수기업 설명 닫기,스크랩,㈜마크로젠 각 부문 신입/경력 직원 채용,경영·비즈니스기획,웹기획,백엔드개발자,프론트엔드개발자 외,인턴·신입·경력,학력무관,"서울, 대전, 세종","정규직, 인턴",즉시지원,~05/19(일),,,,우수기업이란?,"정부기관, 자치단체, 공공기관, 민간부문 등 공신력있는기관에서 인증된 일하기 좋은 기업입니다.",,,,,,,,,,,,,,
21,,㈜에스엠씨인터내셔널,관심기업,,,,스크랩,[디저트39] 2024년도 상반기 각 부문 공개 채용,웹기획,사무담당자,회계담당자,재무담당자 외,신입·경력,학력무관,"서울, 경기",정규직,즉시지원,채용 시 마감,상승2,,~05/10(금),,,,,,,,,,,,,,,,
22,,㈜이랜드이노플,관심기업,,,,스크랩,이랜드이노플 2024 채용연계형 인턴 채용,웹기획,백엔드개발자,프론트엔드개발자,시스템엔지니어 외,인턴·신입·경력,대졸↑,서울,인턴,홈페이지 지원,오늘마감,상승3,이랜드그룹,,,,,,,,,,,,,,,,,
23,,HL Klemove,관심기업,,,,스크랩,"2024 상반기 2차 수시채용 (R&D, 영업기획, SMT, 시설관리)",PL·PM·PO,마케팅기획,시스템엔지니어,소프트웨어개발자 외,신입·경력,대졸↑,"경기, 인천",정규직,홈페이지 지원,~05/12(일),하락2,한라그룹,,,,1000대기업,915 위,1000대기업 순위 닫기,,,,,,,,,,,
24,,㈜유피케미칼,관심기업,,,,스크랩,유피케미칼 동료를 찾습니다.,경영·비즈니스기획,사무담당자,총무,비서 외,신입·경력,학력무관,경기,정규직,즉시지원,~05/10(금),하락8,,,,,,,,,,,,,,,,,,
25,,한국앤컴퍼니㈜,관심기업,,,,스크랩,[한국타이어 지주사] 한국앤컴퍼니㈜ ES사업본부 부문별 수시 채용,경영·비즈니스기획,마케팅기획,인사담당자,노무관리자 외,신입·경력,대졸↑,"경기, 대전, 전북",정규직,홈페이지 지원,오늘마감,하락1,,,,,,,,,,,,,,,,,,
26,,㈜영신디엔씨,관심기업,,,,스크랩,2024 상반기 각 분야 신입/경력 채용,경영·비즈니스기획,웹기획,경영지원,백엔드개발자 외,신입·경력,초대졸↑,"서울, 경기, 인천 외","정규직, 계약직",즉시지원,~05/15(수),상승15,,,,,,,,,,,,,,,,,,
27,유지,㈜알레르망,관심기업,,,,스크랩,[알레르망] 2024년 상반기 공채,마케팅기획,비서,인사담당자,HRD·HRM 외,신입·경력,초대졸↑,"서울, 경기, 인천 외",정규직,즉시지원,~05/17(금),,,,,,,,,,,,,,,,,,,
28,,한국피자헛(유),관심기업,,,,스크랩,[한국피자헛] 2024년 신입/경력 수시채용 [본사/직영점],경영·비즈니스기획,웹기획,마케팅기획,재무담당자 외,신입·경력,학력무관,"서울, 경기, 인천 외","정규직, 계약직",즉시지원,~05/12(일),상승1,,,,,,,,,,,,,,,,,,
29,,비엠스마일,관심기업,,,,스크랩,[비엠스마일 그룹]2024년 공채,경영·비즈니스기획,마케팅기획,브랜드마케터,퍼포먼스마케터 외,신입·경력,학력무관,서울,정규직,홈페이지 지원,~05/17(금),하락16,,,,,,,,,,,,,,,,,,
30,유지,㈜바운스,관심기업,,,,스크랩,[실내테마파크] (주)바운스 신입 및 경력직 채용,마케팅기획,총무,법무담당자,브랜드마케터 외,신입·경력,학력무관,"서울, 경기, 인천 외","정규직, 계약직",즉시지원,~06/01(토),,,,,,,,,,,,,,,,,,,
31,,용마로지스㈜,관심기업,,,,스크랩,"[동아쏘시오그룹사] 2024년 5월, 각 부문별 신입 및 경력 채용(-5/19)",경영·비즈니스기획,물류관리자,납품·배송기사,,신입·경력,고졸↑,경기,정규직,홈페이지 지원,~05/19(일),상승3,,,,,,,,,,,,,,,,,,
32,,㈜덴티움,관심기업,,,,스크랩,"(주)덴티움 해외부분(GHR, 해외영업/CS), 준법감시본부 인재 모집",경영·비즈니스기획,마케팅기획,PL·PM·PO,총무 외,신입·경력,학력무관,경기,정규직,즉시지원,~05/10(금),상승7,,,,,,,,,,,,,,,,,,
33,,㈜서부티엔디,관심기업,,,,스크랩,[서울드래곤시티] 각 부문별 공개채용,마케팅기획,인사담당자,회계담당자,경리 외,신입·경력,학력무관,서울,"정규직, 계약직",즉시지원,상시채용,상승5,,,,,,,,,,,,,,,,,,
34,,㈜해커스어학원,관심기업,,,,스크랩,2024년 해커스교육그룹 신입 및 경력사원 채용,웹기획,PL·PM·PO,사무보조,세무담당자 외,인턴·신입·경력,초대졸↑,"서울, 경기, 대구","정규직, 계약직 외",즉시지원,~05/31(금),하락17,,,,,,,,,,,,,,,,,,
35,,㈜시아스,관심기업,,,,스크랩,각 부문별 모집 - (생산/공무/SCM-물류/품질관리/해외영업/영업),경영·비즈니스기획,MD,구매관리자,자재관리자 외,신입·경력,학력무관,"서울, 경기, 충남 외",정규직,즉시지원,~05/15(수),하락2,,,,,,,,,,,,,,,,,,
36,,㈜원봉,관심기업,,,,스크랩,2024년 상반기 채용공고,경영·비즈니스기획,회계담당자,물류관리자,서비스영업 외,신입·경력,대졸↑,"서울, 경기",정규직,즉시지원,~05/24(금),하락14,,,,,,,,,,,,,,,,,,
37,,㈜네오플,관심기업,1000대기업,650 위,1000대기업 순위 닫기,스크랩,2024 네오플 신입·경력 대규모 공개채용,경영·비즈니스기획,마케팅기획,웹기획,게임개발자 외,신입·경력,학력무관,"서울, 제주",정규직,홈페이지 지원,~05/12(일),하락5,,,,,,,,,,,,,,,,,,
38,,㈜컴투스,관심기업,,,,스크랩,[컴투스 그룹] 각 부문별 경력/신입 인재채용,경영·비즈니스기획,웹기획,마케팅기획,PL·PM·PO 외,신입·경력,학력무관,서울,정규직,홈페이지 지원,~05/31(금),하락3,,,,,,,,,,,,,,,,,,
39,,디와이피엔에프㈜,관심기업,,,,스크랩,디와이피엔에프㈜ 신입/경력사원 공개채용,경영·비즈니스기획,경리,자재관리자,제품영업 외,신입·경력,초대졸↑,"서울, 경기","정규직, 계약직",즉시지원,~05/31(금),상승3,,,,,,,,,,,,,,,,,,
40,,인천공항에너지㈜,관심기업,,,,스크랩,2024년 상반기 신입직원 채용,경영·비즈니스기획,경영지원,사무담당자,회계담당자 외,신입,학력무관,인천,정규직,홈페이지 지원,~05/10(금),상승17,,,,,,,,,,,,,,,,,,
41,,엘에스엠앤엠㈜,관심기업,,,,스크랩,엘에스엠앤엠㈜ 각 부문 신입/경력 수시채용,경영·비즈니스기획,재무담당자,시스템엔지니어,설비엔지니어 외,신입·경력,대졸↑,"서울, 울산",정규직,홈페이지 지원,~05/15(수),상승61,LS그룹,,,,1000대기업,50 위,1000대기업 순위 닫기,,,,,,,,,,,
42,,한국등산트레킹지원센터,관심기업,,,,스크랩,2024년도 한국등산·트레킹지원센터 정규직(5급) 공개경쟁 채용 공고,경영·비즈니스기획,사무담당자,총무,학교·특수학교교사 외,신입·경력,학력무관,대전,정규직,홈페이지 지원,~05/17(금),하락11,,,,,,,,,,,,,,,,,,
43,,AJ 네트웍스,관심기업,,,,스크랩,AJ네트웍스 렌탈부문 5월 수시채용,경영·비즈니스기획,PL·PM·PO,사무담당자,총무 외,신입·경력,고졸↑,"서울, 경기, 충남 외",정규직,홈페이지 지원,~05/22(수),상승7,,,,,,,,,,,,,,,,,,
44,,㈜ABB코리아,관심기업,1000대기업,642 위,1000대기업 순위 닫기,스크랩,㈜ABB코리아 각 부문 채용,경영·비즈니스기획,마케팅기획,인사담당자,CRM마케터 외,신입·경력,학력무관,"서울, 충남, 부산 외","정규직, 계약직",홈페이지 지원,~05/31(금),하락8,,,,,,,,,,,,,,,,,,
45,,애경케미칼㈜,관심기업,,,,스크랩,애경케미칼 경력 채용,경영·비즈니스기획,마케팅기획,HRD·HRM,영업관리 외,신입·경력,대졸↑,"서울, 충남",정규직,홈페이지 지원,채용 시 마감,하락8,애경그룹,~05/16(목),,,1000대기업,292 위,1000대기업 순위 닫기,,,,,,,,,,,
46,,㈜웹젠,관심기업,,,,스크랩,2024 상반기 웹젠 채용연계형 인턴 모집,경영·비즈니스기획,웹기획,마케팅기획,PL·PM·PO 외,인턴·신입·경력,학력무관,경기,인턴,홈페이지 지원,내일마감,상승3,,,,,,,,,,,,,,,,,,
47,,한국정보보호산업협회,관심기업,,,,스크랩,[KISIA] 산업지원단/한국정보보호교육원 채용공고,경영·비즈니스기획,사무담당자,총무,교직원·조교 외,신입·경력,학력무관,서울,"정규직, 계약직",홈페이지 지원,내일마감,상승33,,,,,,,,,,,,,,,,,,
48,,하나펀드서비스㈜,관심기업,,,,스크랩,하나펀드서비스㈜ 각 부문 신입 및 경력  채용,경영·비즈니스기획,웹기획,PL·PM·PO,백엔드개발자 외,신입·경력,대졸↑,"서울, 인천","정규직, 계약직",즉시지원,오늘마감,하락1,,,,,,,,,,,,,,,,,,
49,,CJ 4DPLEX,관심기업,,,,스크랩,그룹 계열사] CJ4DPLEX ScreenX Studio 기획/제작/편집 PD 채용,PL·PM·PO,콘텐츠마케터,PD·감독,배급·제작자 외,경력무관,학력무관,서울,정규직,즉시지원,~05/14(화),상승10,,,,,,,,,,,,,,,,,,
50,,㈜옵투스제약,관심기업,,,,스크랩,각 부문 신입/경력 채용,경영·비즈니스기획,마케팅기획,브랜드마케터,온라인마케터 외,신입·경력,초대졸↑,경기,정규직,즉시지원,~05/28(화),하락7,,,,,,,,,,,,,,,,,,
51,유지,㈜넥슨,관심기업,1000대기업,227 위,1000대기업 순위 닫기,스크랩,신입/경력 채용,경영·비즈니스기획,웹기획,PL·PM·PO,경영지원 외,신입·경력,학력무관,경기,"정규직, 계약직",홈페이지 지원,상시채용,,,,,,,,,우수기업,우수기업이란?,"정부기관, 자치단체, 공공기관, 민간부문 등 공신력있는기관에서 인증된 일하기 좋은 기업입니다.",우수기업 설명 닫기,,,,,,,
52,,대구농수산물유통관리공사,관심기업,,,,스크랩,2024년도 직원 채용공고(일반행정/전산행정/기계/건축/전기),경영·비즈니스기획,사무담당자,총무,인사담당자 외,신입·경력,학력무관,"대구, 경북",정규직,홈페이지 지원,~05/08(수),상승6,,,,,,,,,,,,,,,,,,
53,,㈜피라인모터스,관심기업,,,,스크랩,각 분야 신입/경력 모집 (회계/자금/법무관재/영업/반출관리/사업관리/사업지원/신사업부/해외사업부/통번역/자동차연구소(개발)/자동차연구소(인증)/충전사업관리/충전인프라관리),경영·비즈니스기획,총무,회계담당자,경리 외,신입·경력,대졸↑,"서울, 경기, 인천",정규직,즉시지원,채용 시 마감,상승9,,~05/31(금),,,,,,,,,,,,,,,,
54,,㈜리치빔,관심기업,,,,스크랩,[직전연봉 1000만 인상] 피나치공 각 부문별 인재모집,마케팅기획,컨설턴트,온라인마케터,실내디자이너 외,신입·경력,학력무관,"서울, 광주, 경남",계약직,즉시지원,~05/11(토),상승9,,,,,,,,,,,,,,,,,,
55,,인카금융서비스㈜,관심기업,,,,스크랩,2024 인카금융서비스 대졸 신입사원 공개채용,마케팅기획,회계담당자,재무담당자,영업관리 외,경력무관,대졸↑,"서울, 경기, 인천",정규직,즉시지원,~05/31(금),하락11,,,,,,,,,,,,,,,,,,
56,,㈜위즈코리아,관심기업,,,,스크랩,㈜위즈코리아 `24년도 상반기 직무별 신입/경력자 정기채용,경영·비즈니스기획,웹기획,총무,법무담당자 외,인턴·신입·경력,초대졸↑,"서울, 대전, 광주 외","정규직, 인턴 외",즉시지원,~05/31(금),상승4,,,,,,,,,,,,,,,,,,
57,,㈜다우데이타,관심기업,,,,스크랩,[다우키움그룹] 2024년 다우데이타 2분기 채용,경영·비즈니스기획,웹기획,마케팅기획,재무담당자 외,신입·경력,대졸↑,서울,정규직,홈페이지 지원,오늘마감,하락12,다우키움그룹,,,,,,,,,,,,,,,,,
58,,한국세라믹기술원,관심기업,,,,스크랩,한국세라믹기술원 2024년도 제2분기 채용공고(체험형 인턴),경영·비즈니스기획,R&D·연구원,바이오·제약연구원,데이터엔지니어 외,인턴·경력무관,학력무관,"경기, 충남, 충북 외",인턴,홈페이지 지원,~05/16(목),상승24,,,,,,,,,,,,,,,,,,
59,,㈜네오팜,관심기업,,,,스크랩,"[네오팜] 해외사업(영어권), BM, 구매발주, 품질관리(포장재), 생산기획, 충포장, 공무, 생산직 인재채용",경영·비즈니스기획,브랜드마케터,온라인마케터,구매관리자 외,신입·경력,고졸↑,"서울, 충북",정규직,홈페이지 지원,내일마감,상승8,,,,,,,,,,,,,,,,,,
60,,엠에스씨코리아㈜,관심기업,,,,스크랩,MSC KOREA 신입/경력 채용,마케팅기획,경영지원,사무담당자,사무보조 외,신입·경력,대졸↑,서울,정규직,즉시지원,~05/22(수),상승1,,,,,,,,,,,,,,,,,,
61,,디에프피,관심기업,,,,스크랩,SPELLEDIT 2024년 상반기 공개 채용 (디자인팀/생산관리팀/비주얼 디렉팅팀/컨텐츠팀/해외영업팀),마케팅기획,웹기획,그래픽디자이너,제품디자이너 외,신입·경력,초대졸↑,서울,정규직,즉시지원,~05/30(목),하락5,,,,,,,,,,,,,,,,,,
62,,HL Klemove,관심기업,,,,스크랩,2024 상반기 2차 수시채용 (R&D-코딩테스트 진행(참고용) 직무),경영·비즈니스기획,전기·전자엔지니어,기계엔지니어,반도체엔지니어 외,신입·경력,대졸↑,"경기, 인천",정규직,홈페이지 지원,~05/12(일),상승13,한라그룹,,,,1000대기업,915 위,1000대기업 순위 닫기,,,,,,,,,,,
63,,㈜사이냅소프트,관심기업,,,,스크랩,[2024년 신입·경력 공개채용] 각 부문별 채용,웹기획,마케팅기획,회계담당자,재무담당자 외,신입·경력,학력무관,서울,정규직,홈페이지 지원,~05/31(금),하락17,,,,,,,,,,,,,,,,,,
64,,㈜실크로드시앤티,관심기업,,,,스크랩,SILKROAD 2024년 상반기 신입/경력 채용,경영·비즈니스기획,감사,법무담당자,해외영업 외,신입·경력,학력무관,서울,정규직,즉시지원,상시채용,상승9,,,,,,,,,,,,,,,,,,
65,,휴먼교육센터,관심기업,,,,스크랩,[전액무료 IT취업] 파이썬/데이터분석/인공지능/풀스택(무료숙식교육),웹기획,백엔드개발자,프론트엔드개발자,웹개발자 외,신입·경력,학력무관,"서울, 경기, 인천 외",연수생/교육생,즉시지원,오늘마감,상승13,,,,,,,,,,,,,,,,,,
66,,한국잡월드파트너즈㈜,관심기업,,,,스크랩,한국잡월드파트너즈㈜ 24년 제2차 정기 공개채용 [정규직/기간제],경영·비즈니스기획,경영지원,사무담당자,웹개발자 외,신입·경력,학력무관,"서울, 경기, 전국","정규직, 계약직",즉시지원,~05/14(화),하락2,,,,,,,,,,,,,,,,,,
67,,한국존슨앤드존슨판매(유),관심기업,,,,스크랩,Kenvue Pharmacy Student  Ambassador Program,경영·비즈니스기획,웹기획,마케팅기획,브랜드마케터 외,신입·경력,대졸↑,"서울, 경기, 인천",연수생/교육생,즉시지원,~05/19(일),상승23,,,,,,,,,,,,,,,,,,
68,,㈜교동식품,관심기업,,,,스크랩,[교동식품] 부문별 채용 (MD/연구원/구매자재관리/물류관리/자동화),마케팅기획,온라인마케터,물류관리자,구매관리자 외,경력무관,초대졸↑,"서울, 대전, 세종 외",정규직,즉시지원,~05/31(금),상승38,,,,,,,,,,,,,,,,,,
69,,㈜시스윈로보틱스,관심기업,,,,스크랩,"대기업수준 연봉,복리후생(개발,영업,기구설계,전장,셋업,제작,사무직)",경영·비즈니스기획,총무,소프트웨어개발자,머신러닝엔지니어 외,신입·경력,고졸↑,경기,정규직,즉시지원,상시채용,상승2,,,,,,,,,,,,,,,,,,
70,,엔에이치엔서비스 주식회사(NHN Service Corporation),관심기업,,,,스크랩,[서울] 서비스운영관리(PAYCO) 담당자 채용,웹기획,CRM마케터,채널관리자,영업관리 외,신입·경력,학력무관,"서울, 경기",정규직,즉시지원,오늘마감,하락17,,,,,,,,,,,,,,,,,,
71,,㈜콕스인터랙티브,관심기업,,,,스크랩,콕스인터랙티브 2024년 경력/신입 채용,마케팅기획,AE(광고기획자),온라인마케터,콘텐츠마케터 외,신입·경력,학력무관,"서울, 경기",정규직,즉시지원,~05/31(금),하락3,,,,,,,,,,,,,,,,,,
72,,㈜넥스트세이프,관심기업,,,,스크랩,함께 안전하고 행복한 미래를 만들 어갈 동반자를 찾습니다,경영·비즈니스기획,마케팅기획,경영지원,총무 외,신입·경력,학력무관,경기,정규직,즉시지원,~05/10(금),하락20,,,,,,,,,,,,,,,,,,
73,,티엠씨케이,관심기업,,,,스크랩,"[TMCK]디지털 마케팅 AE(신입,주니어,시니어)/셀레이블콘텐츠기획자/셀레이블콘텐츠 제작PD 각 분야 모집",마케팅기획,AE(광고기획자),온라인마케터,콘텐츠마케터 외,신입·경력,대졸↑,서울,정규직,즉시지원,~05/31(금),하락3,,,,,,,,,,,,,,,,,,
74,,브이엠에스솔루션스,관심기업,,,,스크랩,[브이엠에스솔루션스] 2024년 각부문별 채용,경영·비즈니스기획,웹기획,마케팅기획,PL·PM·PO 외,신입·경력,대졸↑,경기,정규직,홈페이지 지원,~05/31(금),하락20,,,,,,,,,,,,,,,,,,
75,,와이엠토요타㈜,관심기업,,,,,,,,,,마케팅기획,,,,즉시지원,~06/01(토),NEWNEW,,,,,,,,,,,,합격축하금 50만원,스크랩,토요타 기획마케팅 팀원 채용 공고,경력무관,대졸↑,서울,정규직
76,,㈜청년책방,관심기업,,,,스크랩,함께 성장하는 청년책방 2024 상반기 신규 채용,마케팅기획,사무보조,AE(광고기획자),브랜드마케터 외,신입·경력,학력무관,"서울, 경기",정규직,즉시지원,채용 시 마감,하락7,,~05/31(금),,,,,,,,,,,,,,,,
77,,호텔에이치디씨㈜ 파크하얏트 서울,관심기업,,,,스크랩,파크 하얏트 서울 & 안다즈 서울 강남 각 부문별 신입/경력 공개 채용 (사원-과장),마케팅기획,브랜드마케터,퍼포먼스마케터,CRM마케터 외,신입·경력,학력무관,서울,"정규직, 계약직",즉시지원,~05/24(금),상승32,,,,,,,,,,,,,,,,,,
78,,대상정보기술㈜,관심기업,,,,스크랩,[대상정보기술] 각 부문별 경력·신입 채용,경영·비즈니스기획,웹기획,회계담당자,경리 외,신입·경력,학력무관,서울,정규직,즉시지원,~06/02(일),하락23,,,,,,,,,,,,,,,,,,
79,,일양㈜,관심기업,,,,스크랩,기본급 350만(차등지급) 부동산 직원 모집 - 주5일 오전10시-오후3시,경영·비즈니스기획,마케팅기획,컨설턴트,AE(광고기획자) 외,신입·경력,학력무관,"서울, 경기, 전국","계약직, 프리랜서",즉시지원,채용 시 마감,상승6,,~05/30(목),,,,,,,,,,,,,,,,
80,,㈜제이슨컴퍼니,관심기업,,,,스크랩,[워라벨 좋은기업] 마케팅AE 직원 모집,경영·비즈니스기획,마케팅기획,AE(광고기획자),브랜드마케터 외,경력무관,고졸↑,"서울, 경기, 인천",정규직,즉시지원,~05/25(토),하락15,,,,,,,,,,,,,,,,,,
81,,㈜비상교육,관심기업,,,,스크랩,[주 3일 원격근무] 비상교육 전체직무 상시채용,웹기획,CRM마케터,온라인마케터,콘텐츠마케터 외,신입·경력,학력무관,경기,정규직,홈페이지 지원,상시채용,하락9,,,,,,,,,,,,,,,,,,
82,,㈜모츠,관심기업,,,,스크랩,2024 MOTZ 채용 공고(신입/경력),경영·비즈니스기획,웹기획,마케팅기획,회계담당자 외,신입·경력,학력무관,서울,정규직,즉시지원,상시채용,상승48,,,,,,,,,,,,,,,,,,
83,,에스엠상선,관심기업,,,,스크랩,[SM상선 해운] 2024년 수시 채용 (신입/경력),경영·비즈니스기획,사무담당자,법무담당자,법무사 외,신입·경력,대졸↑,서울,정규직,홈페이지 지원,~05/12(일),하락4,,,,,,,,,,,,,,,,,,
84,,㈜더오름,관심기업,,,,스크랩,"[정착지원금 지급 : 마케팅/광고영업] 사무 보조도 할 수 있고, 하는 만큼 벌어가는 마케터 / 기본급 보장 / 크루원 모집",경영·비즈니스기획,마케팅기획,AE(광고기획자),브랜드마케터 외,신입·경력,학력무관,경기,"정규직, 프리랜서",즉시지원,~05/31(금),상승11,,,,,,,,,,,,,,,,,,
85,,에이스메이커무비웍스,관심기업,,,,스크랩,[콘텐츠투자배급사/제작사] 2024년 투자기획팀 신입사원 채용,경영·비즈니스기획,배급·제작자,콘텐츠에디터,,신입,대졸↑,서울,정규직,즉시지원,~05/10(금),상승6,,,,,,,,,,,,,,,,,,
