LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5,LABEL-6,LABEL-7,LABEL-8,LABEL-9,LABEL-10,LABEL-11,LABEL-12,LABEL-13,LABEL-14,LABEL-15,LABEL-16,LABEL-17,LABEL-18,LABEL-19,LABEL-20,LABEL-21,LABEL-22,LABEL-23,LABEL-24,LABEL-25,LABEL-26,LABEL-27,LABEL-28,LABEL-29,LABEL-30,LABEL-31,LABEL-32,LABEL-33,LABEL-34
78,하락14,㈜강자매,관심기업,,,,스크랩,"[트렌디하고 클래식한 (주)강자매]CS팀[고객문의,게시판관리,카페24] /물류팀 정규직 채용",인바운드상담원,사무보조,물류관리자,자재관리자 외,신입·경력,학력무관,서울,정규직,즉시지원,상시채용,,,,,,,,,,,,,,,
79,NEWNEW,DB손해보험㈜,관심기업,,,,스크랩,"((주5일,3시퇴근)) TC업무 / 보상처리 업무 담당자모집",인바운드상담원,아웃바운드상담원,금융영업,금융사무 외,신입,학력무관,"경기, 인천","계약직, 프리랜서",즉시지원,상시채용,,,,,,,,,,,,,,,
80,NEWNEW,(재)한국마약퇴치운동본부,관심기업,,,,스크랩,한국마약퇴치운동본부 제7차 정규직 및 계약직 채용(사회재활상담/24시상담센터/계약직),인바운드상담원,기술·전문강사,사회복지사,,경력무관,초대졸↑,서울,계약직,즉시지원,~06/03(월),,,,,,,,,,,,,,,
81,하락15,㈜좋은일컴퍼니,관심기업,,,,스크랩,[잡코리아] 아웃바운드 원픽영업팀 채용/실적인센티브 상한선없음,인바운드상담원,아웃바운드상담원,사무담당자,사무보조 외,신입·경력,학력무관,"서울, 경기, 인천",정규직,즉시지원,~05/26(일),,,,,,,,,,,,,,,
82,하락3,한화손해보험㈜,관심기업,우수기업,,우수기업 설명 닫기,스크랩,한화손해보험  GA매니저 (교육/설계)  모집,아웃바운드상담원,HRD·HRM,금융영업,금융사무 외,경력무관,학력무관,"서울, 경기, 인천 외",위촉직/개인사업자,즉시지원,~05/31(금),,,,,,,우수기업이란?,"정부기관, 자치단체, 공공기관, 민간부문 등 공신력있는기관에서 인증된 일하기 좋은 기업입니다.",,,,,,,
83,상승4,㈜한국자격검정평가진흥원,관심기업,,,,스크랩,2024년 상반기 마케팅팀/교육지원팀 정규직 채용,인바운드상담원,고객센터관리자,온라인마케터,,경력무관,학력무관,서울,정규직,즉시지원,채용 시 마감,~06/15(토),,,,,,,,,,,,,,
84,상승6,㈜에이치엔씨네트워크,관심기업,,,,스크랩,BC카드 국제카드 운영팀 정규직 채용,인바운드상담원,사무담당자,사무보조,,신입·경력,학력무관,서울,정규직,즉시지원,채용 시 마감,~05/27(월),,KT그룹,,,,,,,,,,,,
85,하락7,한국교통안전공단,관심기업,,,,스크랩,2024년 제1차 기간제근로자(청년인턴 및 실무원) 통합채용,인바운드상담원,사무담당자,사무보조,정비기사 외,인턴·신입·경력,학력무관,전국,"계약직, 인턴",홈페이지 지원,내일 10시 마감,,,,,,,,,,,,,,,
86,상승2,㈜교보문고,관심기업,,,,스크랩,상담직 인턴 사원 모집,인바운드상담원,,,,인턴·경력무관,고졸↑,서울,"정규직, 인턴",홈페이지 지원,~06/15(토),,,교보생명보험그룹,1000대기업,540 위,1000대기업 순위 닫기,,,,,,,,,
87,하락7,㈜아이써치마케팅,관심기업,,,,스크랩,"강동 / 인스타그램마케팅 마케터 채용 [월300이상] 사무보조,TM상담사,고객관리,인바운드,아웃바운드",아웃바운드상담원,인바운드상담원,퍼포먼스마케터,온라인마케터 외,신입·경력,고졸↑,"서울, 경기","정규직, 계약직",즉시지원,~06/10(월),,,,,,,,,,,,,,,
88,상승7,㈜에코그룹,관심기업,,,,스크랩,"에코그룹 체인본부 체인관리,영업지원직 모집",인바운드상담원,사무보조,영업지원,영업관리 외,신입,학력무관,"서울, 경기",정규직,즉시지원,~06/13(목),,,,,,,,,,,,,,,
89,하락32,㈔농민신문사,관심기업,,,,스크랩,농민신문사 연말간행물사업부 단기계약직 채용,인바운드상담원,사무보조,제품디자이너,시각디자이너 외,신입·경력,학력무관,서울,계약직,즉시지원,내일마감,,,,,,,,,,,,,,,
90,상승18,에스제이컴퍼니,관심기업,,,,스크랩,[월800만/전국최초기본급/분양상담사] 강남 영앤리치 MZ세대가 일하고 싶은곳,인바운드상담원,아웃바운드상담원,경영·비즈니스기획,사무보조 외,경력무관,학력무관,"서울, 경기, 인천",정규직,즉시지원,~06/30(일),,,,,,,,,,,,,,,
91,하락6,디비손해보험㈜,관심기업,,,,스크랩,[24년신규채용] 보상 청구 서비스 담당모집,인바운드상담원,사무보조,금융영업,보험설계사 외,경력무관,학력무관,"경기, 인천",위촉직/개인사업자,즉시지원,~07/19(금),,,,,,,,,,,,,,,
92,하락3,롯데관광개발㈜,관심기업,,,,,,,,,,인바운드상담원,,,,즉시지원,~06/13(목),,,,,,,,,합격축하금 50만원,스크랩,[서울 근무] 게스트 컨택트 센터 사원,경력무관,학력무관,서울,계약직
93,상승32,㈜바로크레디트대부,관심기업,,,,스크랩,[신입/경력] 금융사무/대출심사 담당자 모집,인바운드상담원,아웃바운드상담원,고객센터관리자,금융사무 외,신입·경력,고졸↑,서울,계약직,즉시지원,~05/25(토),,,,,,,,,,,,,,,
94,NEWNEW,하이테크감정평가법인㈜,관심기업,,,,스크랩,상류층의 세계로-  세무사회계사변호사 고객관리&상담 정규직 공채,인바운드상담원,고객센터관리자,컨설턴트,변호사 외,경력무관,학력무관,"서울, 경기",정규직,즉시지원,상시채용,,,,,,,,,,,,,,,
95,상승5,삼성생명㈜,관심기업,,,,스크랩,삼성생명보험(주) GFC법인사업부 영업 위촉직 채용(전국각지점),인바운드상담원,아웃바운드상담원,사무보조,인사담당자 외,경력무관,학력무관,"서울, 경기, 인천 외",위촉직/개인사업자,즉시지원,~06/19(수),,,,,,,,,,,,,,,
96,NEWNEW,㈜수인에셋,관심기업,,,,스크랩,[기본급 380만/차등지급]부동산 자산관리/경공매컨설팅/신입 및 경력직원. 팀장 모집,인바운드상담원,아웃바운드상담원,영업관리,영업지원 외,신입·경력,학력무관,서울,"계약직, 프리랜서",즉시지원,~05/31(금),,,,,,,,,,,,,,,
97,NEWNEW,(재)한국마약퇴치운동본부,관심기업,,,,스크랩,"한국마약퇴치운동본부 제7차 정규직 및 계약직 채용(사회재활/경북,대구/정규직/신입)",고객센터관리자,기술·전문강사,사회복지사,,경력무관,대졸↑,경북,정규직,즉시지원,~06/03(월),,,,,,,,,,,,,,,
98,상승5,㈜알제이디,관심기업,,,,스크랩,[알제이디/로아앤제인] 아동의류디자이너/온라인MD/cs팀/생산팀 모집,인바운드상담원,MD,패션디자이너,생산직종사자 외,신입·경력,초대졸↑,서울,정규직,즉시지원,~06/19(수),,,,,,,,,,,,,,,
99,상승20,라헨느리조트㈜,관심기업,,,,스크랩,라헨느골프장 [골프텔 프런트] 야간당직 직원 모집,인바운드상담원,카페·레스토랑매니저,홀서버,호텔종사자 외,신입·경력,학력무관,"서울, 경기, 인천 외",정규직,즉시지원,채용 시 마감,~06/07(금),,,,,,,,,,,,,,
100,상승2,필드림 Golf,관심기업,,,,스크랩,필드림골프클럽 안내데스크/스크린 매니저/스크린 파트타임/골프장 조리사 채용,인바운드상담원,사무담당자,사무보조,비서 외,신입·경력,학력무관,"서울, 경기",정규직,즉시지원,~06/02(일),,,,,,,,,,,,,,,
