LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5,LABEL-6,LABEL-7,LABEL-8,LABEL-9,LABEL-10,LABEL-11,LABEL-12,LABEL-13,LABEL-14,LABEL-15,LABEL-16,LABEL-17,LABEL-18,LABEL-19,LABEL-20,LABEL-21,LABEL-22,LABEL-23,LABEL-24,LABEL-25,LABEL-26,LABEL-27,LABEL-28,LABEL-29,LABEL-30,LABEL-31,LABEL-32,LABEL-33,LABEL-34,LABEL-35,LABEL-36,LABEL-37,LABEL-38
51,,한국존슨앤드존슨판매(유),관심기업,스크랩,Kenvue Pharmacy Student  Ambassador Program,데이터사이언티스트,경영·비즈니스기획,웹기획,마케팅기획 외,신입·경력,대졸↑,"서울, 경기, 인천",연수생/교육생,즉시지원,~05/19(일),상승14,,,,,,,,,,,,,,,,,,,,,
52,,㈜시스윈로보틱스,관심기업,스크랩,"대기업수준 연봉,복리후생(개발,영업,기구설계,전장,셋업,제작,사무직)",소프트웨어개발자,머신러닝엔지니어,경영·비즈니스기획,총무 외,신입·경력,고졸↑,경기,정규직,즉시지원,상시채용,하락3,,,,,,,,,,,,,,,,,,,,,
53,,존슨앤드존슨,관심기업,스크랩,2024 존슨앤드존슨 Summer Internship Recruitment - 5/19 마감,데이터사이언티스트,영업지원,브랜드마케터,,인턴·신입,대졸↑,서울,인턴,홈페이지 지원,~05/19(일),상승2,,,,,,,,,,,,,,,,,,,,,
54,,브이엠에스솔루션스,관심기업,스크랩,[브이엠에스솔루션스] 2024년 각부문별 채용,백엔드개발자,프론트엔드개발자,웹개발자,앱개발자 외,신입·경력,대졸↑,경기,정규직,홈페이지 지원,~05/31(금),하락12,,,,,,,,,,,,,,,,,,,,,
55,,대상정보기술㈜,관심기업,스크랩,[대상정보기술] 각 부문별 경력·신입 채용,백엔드개발자,프론트엔드개발자,웹개발자,앱개발자 외,신입·경력,학력무관,서울,정규직,즉시지원,~06/02(일),하락12,,,,,,,,,,,,,,,,,,,,,
56,,㈜세명소프트,관심기업,스크랩,[신용산역 부근] AI 학습용 상주 데이터 라벨러 모집,데이터엔지니어,머신러닝엔지니어,사무보조,,경력무관,학력무관,서울,프리랜서,즉시지원,~05/19(일),NEWNEW,,,,,,,,,,,,,,,,,,,,,
57,,㈜엠게임,관심기업,스크랩,[엠게임] 웹개발자 모집,프론트엔드개발자,웹개발자,웹퍼블리셔,,신입·경력,초대졸↑,서울,정규직,즉시지원,채용 시 마감,상승67,,,,,~07/02(화),,,,,,,,,,,,,,,,
58,,㈜비상교육,관심기업,스크랩,[주 3일 원격근무] 비상교육 전체직무 상시채용,백엔드개발자,프론트엔드개발자,웹개발자,시스템엔지니어 외,신입·경력,학력무관,경기,정규직,홈페이지 지원,상시채용,하락8,,,,,,,,,,,,,,,,,,,,,
59,,㈜폴라리스쓰리디,관심기업,,,,,,,소프트웨어개발자,,,,즉시지원,~05/26(일),NEWNEW,,,,,,,,,,,합격축하금 50만원,스크랩,"서빙로봇 소프트웨어 엔지니어(포항,신입/경력)",경력무관,대졸↑,경북,정규직,,,,
60,,AACT,관심기업,스크랩,[인천공항] AACT 화물터미널 각 부문 신입/경력 정규직 모집,시스템엔지니어,네트워크엔지니어,물류관리자,자재관리자 외,신입·경력,학력무관,"경기, 인천",정규직,즉시지원,~05/19(일),상승33,,,,,,,,,,,,,,,,,,,,,
61,,캐빈시스템,관심기업,스크랩,"[재택근무] 저녁 및 휴일 시스템 장애처리, 원격기술지원 / PC 사용에 능숙한 분 가능",시스템엔지니어,설치·수리기사,,,경력무관,학력무관,서울,아르바이트,즉시지원,~05/07(화),NEWNEW,,,,,,,,,,,,,,,,,,,,,
62,,콘티넨탈 코리아,관심기업,스크랩,콘티넨탈 코리아 24년 1분기 수시채용(신입/경력),시스템엔지니어,보안엔지니어,소프트웨어개발자,하드웨어개발자 외,신입·경력,대졸↑,"서울, 경기, 전북",정규직,홈페이지 지원,~05/12(일),상승12,,,,,,,,,,,,,,,,,,,,,
63,,도미노피자(청오디피케이),관심기업,스크랩,도미노피자 각 부문(자회사 포함) 공개 채용,프론트엔드개발자,백엔드개발자,경영·비즈니스기획,웹기획 외,신입·경력,대졸↑,"서울, 경기, 충남",정규직,즉시지원,내일마감,상승18,,,,,,,,,,,,,,,,,,,,,
64,,아마존웹서비시즈코리아(유),관심기업,스크랩,Cloud Support Associate 신입사원 - Korea 한국 근무,네트워크엔지니어,소프트웨어개발자,시스템엔지니어,,신입,대졸↑,서울,정규직,홈페이지 지원,채용 시 마감,상승54,,,,,~06/02(일),,,,,,,,,,,,,,,,
65,,㈜휴온스글로벌,관심기업,스크랩,휴온스글로벌 각 부문 신입 및 경력직 채용,보안엔지니어,소프트웨어개발자,회계담당자,,신입·경력,대졸↑,경기,정규직,홈페이지 지원,~05/12(일),하락3,우수기업,,우수기업 설명 닫기,,,우수기업이란?,"정부기관, 자치단체, 공공기관, 민간부문 등 공신력있는기관에서 인증된 일하기 좋은 기업입니다.",,,,,,,,,,,,,,
66,,한국소프트웨어산업협회,관심기업,스크랩,2024 채용연계형 SW전문인재양성 교육생 모집,백엔드개발자,프론트엔드개발자,웹개발자,네트워크엔지니어 외,신입,학력무관,서울,정규직,홈페이지 지원,~05/31(금),하락9,,,,,,,,,,,,,,,,,,,,,
67,,도란시스템㈜,관심기업,스크랩,JAVA 기반 웹 솔루션 개발팀과 함께 할 동료를 찾습니다.,웹개발자,백엔드개발자,프론트엔드개발자,,신입,초대졸↑,서울,정규직,즉시지원,채용 시 마감,상승9,,,,,~05/19(일),,,,,,,,,,,,,,,,
68,,㈜앤씨앤,관심기업,스크랩,"㈜앤씨앤 [앤씨앤/넥스트칩]2024년 5월 연구소, 영업마케팅 각 부문",프론트엔드개발자,백엔드개발자,웹개발자,앱개발자 외,신입·경력,학력무관,경기,정규직,홈페이지 지원,~05/31(금),하락10,우수기업,,우수기업 설명 닫기,,,우수기업이란?,"정부기관, 자치단체, 공공기관, 민간부문 등 공신력있는기관에서 인증된 일하기 좋은 기업입니다.",,,,,,,,,,,,,,
69,,한국투자증권㈜,관심기업,스크랩,FY2024 디지털혁신본부 RPA 전문인력 / CS 지원인력 공개채용,머신러닝엔지니어,인바운드상담원,아웃바운드상담원,,경력무관,초대졸↑,서울,계약직,홈페이지 지원,~05/07(화),상승9,,,,,,,,,,,,,,,,,,,,,
70,,(주)넷앤드,관심기업,스크랩,Java 개발자 신입/경력 채용,백엔드개발자,,,,신입·경력,학력무관,서울,정규직,즉시지원,~05/30(목),하락2,,,,,,,,,,,,,,,,,,,,,
71,,㈜에이아이매틱스,관심기업,스크랩,[에이아이매틱스] 하드웨어/프론트엔드 개발자 모집,하드웨어개발자,프론트엔드개발자,,,신입·경력,초대졸↑,서울,정규직,즉시지원,채용 시 마감,상승63,,,,,~05/31(금),,,,,,,,,,,,,,,,
72,,㈜무하유,관심기업,스크랩,[계약직] AI학습 데이터 라벨링 작업자,QA,,,,경력무관,초대졸↑,서울,계약직,즉시지원,~05/22(수),상승5,,,,,,,,,,,,,,,,,,,,,
73,,한국ICT인재개발원,관심기업,스크랩,[국비무료IT취업교육]JAVA웹앱/프론트엔드/백엔드/풀스택/빅데이터/인공지능 외 자바개발자취업교육과정/준비된 인재로 취업하기/SW융복합 인재양성 /수료전부터 취업연계매칭시스템,백엔드개발자,프론트엔드개발자,웹개발자,앱개발자 외,신입·경력,고졸↑,"서울, 경기, 전국",연수생/교육생,즉시지원,~05/08(수),상승10,,,,,,,,,,,,,,,,,,,,,
74,,아이딕스,관심기업,스크랩,"온라인MD,AMD / 디자인,상세페이지, 촬영 / 세무 재고 [온라인 홈데코/뷰티]",웹개발자,경영지원,사무담당자,총무 외,신입·경력,초대졸↑,서울,정규직,즉시지원,~06/01(토),하락14,,,,,,,,,,,,,,,,,,,,,
75,,IBK기업은행,관심기업,스크랩,2024년 1차 IBK기업은행 일반직원(정규직) 수시채용 공고,머신러닝엔지니어,데이터엔지니어,보안엔지니어,데이터사이언티스트 외,경력무관,학력무관,서울,정규직,홈페이지 지원,~05/13(월),하락3,,,,,,,,,,,,,,,,,,,,,
